ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_FORM	CLPA	CONCEPTICON_ID	GLOTTOLOG
1233	English	four	fɔː	f ɔː	44	fɔ:	452 914	1500	stan1293
1234	French	four	katʀ	k a t ʀ	44	katʀ	838 997 120 767	1500	stan1290
1235	Greek_Mod	four	te̞se̞ra	t e̞ s e̞ r a	44	ˈte̞se̞ˌra	120 1106 89 1106 153 997	1500	mode1248
1236	Marathi	four	ʧaɾ	tʃ a ɾ	44	tʃaɾ	651 997 66	1500	mara1378
1237	Polish	four	ʧtɛrɨ	tʃ t ɛ r ɨ	44	ˈʧtɛrɨ	651 120 1121 153 983	1500	poli1260
1238	Portuguese_ST	four	kuatɾu	k ua t ɾ u	44	ˈkuatɾu	838 930 120 66 868	1500	port1283
1239	Russian	four	ʧetɨrʲe	tʃ e t ɨ rʲ e	44	tʃe'tɨrʲe	651 1089 120 983 164 1089	1500	russ1263
1240	Spanish	four	kwatɾo	k w a t ɾ o	44	'kwatɾo	838 462 997 120 66 887	1500	stan1288
1241	Bihari	four	cəir	c əi r	44	cəir	606 1042 153	1500	mait1250
1242	Oriya	four	cari	c a r i	44	cari	606 997 153 1076	1500	oriy1255
#
1243	Armenian_Mod	freeze	sɑrʧʰɛl	s ɑ r tʃʰ ɛ l	592	sɑrˈʧʰɛl	89 952 153 661 1121 554	1431	nucl1235
1244	Czech	freeze	zamr̩znoʊ̯t	z a m r̩ z n ou t	403	zamr̩znoʊ̯t	80 997 241 154 80 107 898 120	1431	czec1258
1245	German	freeze	friːrən	f r iː r ə n	226	'fri:rən	452 153 1068 153 1022 107	1431	stan1295
1246	Italian	freeze	dʒelare	d ʒ e l a r e	881	dʒe'lare	145 685 1089 554 997 153 1089	1431	ital1282
1247	Swedish	freeze	fryːsa	f r yː s a	226	'fry:sa	452 153 1049 89 997	1431	swed1254
1248	Breton_ST	freeze	rɛːvĩ	r ɛː v ĩ	226	'rɛ:vĩ	153 1117 451 1078	1431	bret1244
1249	Catalan	freeze	ʒəla	ʒ ə l a	881	ʒə'la	685 1022 554 997	1431	stan1289
1250	Danish	freeze	fʁyːsə	f ʁ yː s ə	226	'fʁy:sə	452 739 1049 89 1022	1431	dani1285
1251	Dutch_List	freeze	vrizən	v r i z ə n	226	'vrizə(n)	451 153 1076 80 1022 107	1431	dutc1256
1252	English	freeze	friːz	f r iː z	226	fri:z	452 153 1068 80	1431	stan1293
1253	French	freeze	ʒəle	ʒ ə l e	881	ʒəle	685 1022 554 1089	1431	stan1290
1254	Greek_Mod	freeze	paɣo̞no̞	p a ɣ o̞ n o̞	2667	paˈɣo̞no̞	291 997 780 878 107 878	1431	mode1248
1255	Marathi	freeze	goʈʰɳe	ɡ o ʈʰ ɳ e	3436	'goʈʰɳe	831 887 725 711 1089	1431	mara1378
1256	Portuguese_ST	freeze	ʒɨlaɾ	ʒ ɨ l a ɾ	881	ʒɨˈlaɾ	685 983 554 997 66	1431	port1283
1257	Russian	freeze	zamʲerzatʲ	z a mʲ e r z a tʲ	403	zamʲer'zatʲ	80 997 242 1089 153 80 997 115	1431	russ1263
1258	Spanish	freeze	elaɾ	e l a ɾ	881	e'laɾ	1089 554 997 66	1431	stan1288
1259	Bihari	freeze	jəməb	j ə m ə b	777	jəməb	570 1022 241 1022 257	1431	mait1250
1260	Oriya	freeze	bɔsiʤiba	b ɔ s i dʒ i b a	3449	bɔsiʤiba	257 916 89 1076 655 1076 257 997	1431	oriy1255
1261	Urdu	freeze	ʤəmnə	dʒ ə m n ə	777	ʤəmnə	655 1022 241 107 1022	1431	urdu1245
1262	Polish	freeze	marznɔ̃ʨ	m a r z n ɔ̃ tɕ	403	ˈmarznɔ̃ʨ	241 997 153 80 107 915 200	1431	poli1260
#
1263	Urdu	fruit	pʰəl	pʰ ə l	778	pʰəl	264 1022 554	1507	urdu1245
1264	German	fruit	fruxt	f r u x t	227	fruxt	452 153 868 778 120	1507	stan1295
1265	Italian	fruit	frutto	f r u tː o	227	'frutto	452 153 868 130 887	1507	ital1282
1266	Swedish	fruit	frɵkt	f r ɵ k t	227	frɵkt	452 153 970 838 120	1507	swed1254
1267	Danish	fruit	fʁɔg̥d̥ʰ	f ʁ ɔ ɡ̥ d̥ʰ	227	fʁɔg̥d̥ʰ	452 739 916 824 118	1507	dani1285
1268	Dutch_List	fruit	vrʏχt	v r ʏ χ t	227	vrʏχt	451 153 1054 748 120	1507	dutc1256
1269	English	fruit	fruːt	f r uː t	227	fru:t	452 153 860 120	1507	stan1293
1270	French	fruit	fʀɥi	f ʀ ɥ i	227	fʀɥi	452 767 458 1076	1507	stan1290
1271	Greek_Mod	fruit	fruto̞	f r u t o̞	227	ˈfruto̞	452 153 868 120 878	1507	mode1248
1272	Marathi	fruit	pʰəɭ	pʰ ə ɭ	778	pʰəɭ	264 1022 708	1507	mara1378
1273	Polish	fruit	ɔvɔʦ	ɔ v ɔ ts	1136	ˈɔvɔʦ	916 451 916 15	1507	poli1260
1274	Portuguese_ST	fruit	fɾutɐ	f ɾ u t ɐ	227	ˈfɾutɐ, ˈfɾutu	452 66 868 120 986	1507	port1283
1275	Russian	fruit	plod	p l o d	2655	plod	291 554 887 145	1507	russ1263
1276	Spanish	fruit	fɾuta	f ɾ u t a	227	'fɾuta	452 66 868 120 997	1507	stan1288
1277	Breton_ST	fruit	frweːs	f r w eː s	227	'frwe:s	452 153 462 1091 89	1507	bret1244
1278	Catalan	fruit	frui	f r ui	227	fru'i, 'fruijt	452 153 936	1507	stan1289
1279	Bihari	fruit	pʰal	pʰ a l	778	phal	264 997 554	1507	mait1250
1280	Oriya	fruit	pʰɔɭɔ	pʰ ɔ ɭ ɔ	778	phɔḷɔ	264 916 708 916	1507	oriy1255
1281	Oriya	fruit	gilɔ	ɡ i l ɔ	3450	gilɔ	831 1076 554 916	1507	oriy1255
1282	Czech	fruit	plot	p l o t	2655	plot	291 554 887 120	1507	czec1258
#
1283	Bihari	full	bʱərəl	b̤ ə r ə l	2282	bhərəl	281 1022 153 1022 554	1429	mait1250
1284	Oriya	full	purɳɳɔ	p u r ɳː ɔ	2235	purṇṇɔ	291 868 153 712 916	1429	oriy1255
1285	Oriya	full	bʱɔrti	b̤ ɔ r t i	2282	bhɔrti	281 916 153 120 1076	1429	oriy1255
1286	Urdu	full	puɾə	p u ɾ ə	2235	puɾə	291 868 66 1022	1429	urdu1245
1287	Italian	full	pjɛno	p j ɛ n o	2235	'pjɛno	291 570 1121 107 887	1429	ital1282
1288	Polish	full	pɛwnɨ	p ɛ w n ɨ	2235	ˈpɛwnɨ	291 1121 462 107 983	1429	poli1260
1289	Armenian_Mod	full	li	l i	2235	li, ˈlikʰə	554 1076	1429	nucl1235
1290	French	full	plɛ̃	p l ɛ̃	2235	plɛ̃	291 554 1123	1429	stan1290
1291	Russian	full	polnɨj	p o l n ɨ j	2235	'polnɨj	291 887 554 107 983 570	1429	russ1263
1292	German	full	fɔl	f ɔ l	2235	fɔl	452 916 554	1429	stan1295
1293	Spanish	full	ʎeno	ʎ e n o	2235	'ʎeno	588 1089 107 887	1429	stan1288
1294	Czech	full	pl̩niː	p l̩ n iː	2235	pl̩niː	291 543 107 1068	1429	czec1258
1295	Breton_ST	full	lœ̃ːn	l œ̃ː n	2235	lœ̃:n	554 1058 107	1429	bret1244
1296	Swedish	full	fɵl	f ɵ l	2235	fɵl	452 970 554	1429	swed1254
#
1297	Armenian_Mod	give	tɑl	t ɑ l	405	tɑl	120 952 554	1447	nucl1235
1298	Czech	give	daːvat	d aː v a t	405	daːvat	145 1004 451 997 120	1447	czec1258
1299	German	give	geːbn̩	ɡ eː b n̩	228	'ge:bn̩	831 1091 257 97	1447	stan1295
1300	Italian	give	dare	d a r e	405	'dare	145 997 153 1089	1447	ital1282
1301	Swedish	give	jeː	j eː	228	je:	570 1091	1447	swed1254
1302	Breton_ST	give	rɛĩ	r ɛi	1010	'rɛĩ	153 1143	1447	bret1244
1303	Catalan	give	duna	d u n a	405	du'na	145 868 107 997	1447	stan1289
1304	Danish	give	g̥i	ɡ̥ i	228	g̥i	824 1076	1447	dani1285
1305	Dutch_List	give	ɣevən	ɣ e v ə n	228	'ɣevə(n)	780 1089 451 1022 107	1447	dutc1256
1306	English	give	gɪv	ɡ ɪ v	228	gɪv	831 1110 451	1447	stan1293
1307	French	give	dɔne	d ɔ n e	405	dɔne	145 916 107 1089	1447	stan1290
1308	Greek_Mod	give	ðino̞	ð i n o̞	405	ˈðino̞	419 1076 107 878	1447	mode1248
1309	Marathi	give	deɳe	d e ɳ e	405	'deɳe	145 1089 711 1089	1447	mara1378
1310	Polish	give	davaʨ	d a v a tɕ	405	ˈdavaʨ	145 997 451 997 200	1447	poli1260
1311	Portuguese_ST	give	daɾ	d a ɾ	405	daɾ	145 997 66	1447	port1283
1312	Russian	give	davatʲ	d a v a tʲ	405	da'vatʲ	145 997 451 997 115	1447	russ1263
1313	Spanish	give	daɾ	d a ɾ	405	daɾ	145 997 66	1447	stan1288
1314	Bihari	give	deb	d e b	405	deb	145 1089 257	1447	mait1250
1315	Oriya	give	de	d e	405	de-	145 1089	1447	oriy1255
1316	Urdu	give	d̪enə	d̪ e n ə	405	d̪enə	371 1089 107 1022	1447	urdu1245
#
1317	Armenian_Mod	good	lɑv	l ɑ v	678	lɑv	554 952 451	1035	nucl1235
1318	Czech	good	dobriː	d o b r iː	1137	dobriː	145 887 257 153 1068	1035	czec1258
1319	German	good	guːt	ɡ uː t	229	gu:t	831 860 120	1035	stan1295
1320	Italian	good	bwɔno	b w ɔ n o	883	'bwɔno	257 462 916 107 887	1035	ital1282
1321	Swedish	good	guːd	ɡ uː d	229	gu:d	831 860 145	1035	swed1254
1322	Breton_ST	good	maːd	m aː d	1011	maːd	241 1004 145	1035	bret1244
1323	Catalan	good	bɔ	b ɔ	883	bɔ	257 916	1035	stan1289
1324	Danish	good	g̥o	ɡ̥ o	229	g̥o	824 887	1035	dani1285
1325	Dutch_List	good	ɣut	ɣ u t	229	ɣut	780 868 120	1035	dutc1256
1326	English	good	gʊd	ɡ ʊ d	229	gʊd	831 904 145	1035	stan1293
1327	French	good	bɔ̃	b ɔ̃	883	bɔ̃	257 915	1035	stan1290
1328	Greek_Mod	good	kalo̞s	k a l o̞ s	1489	kaˈlo̞s	838 997 554 878 89	1035	mode1248
1329	Marathi	good	tsaŋglə	t s a ŋ ɡ l ə	1836	'tsaŋglə	120 89 997 801 831 554 1022	1035	mara1378
1330	Polish	good	dɔbrɨ	d ɔ b r ɨ	1137	ˈdɔbrɨ	145 916 257 153 983	1035	poli1260
1331	Portuguese_ST	good	bõ	b õ	883	bõ	257 883	1035	port1283
1332	Russian	good	xoroʃɨj	x o r o ʃ ɨ j	3437	xo'roʃɨj	778 887 153 887 683 983 570	1035	russ1263
1333	Spanish	good	bweno	b w e n o	883	'bweno	257 462 1089 107 887	1035	stan1288
1334	Bihari	good	nik	n i k	3446	nik	107 1076 838	1035	mait1250
1335	Bihari	good	barhĩyã	b a r h ĩ j ã	3447	barhĩyã	257 997 153 405 1078 570 1014	1035	mait1250
1336	Oriya	good	bʱɔlɔ	b̤ ɔ l ɔ	779	bhɔlɔ	281 916 554 916	1035	oriy1255
1337	Swedish	good	brɑː	b r ɑː	3648	brɑː	257 153 954	1035	swed1254
#
1338	Armenian_Mod	grass	χot	χ o t	593	χot	748 887 120	606	nucl1235
1339	Czech	grass	traːva	t r aː v a	1138	traːva	120 153 1004 451 997	606	czec1258
1340	Urdu	grass	ɡʰɑs	ɡʰ ɑ s	780	ɡʰɑs	836 952 89	606	urdu1245
1341	German	grass	graːs	ɡ r aː s	230	gra:s	831 153 1004 89	606	stan1295
1342	Italian	grass	ɛrba	ɛ r b a	884	'ɛrba	1121 153 257 997	606	ital1282
1343	Swedish	grass	grɛːs	ɡ r ɛː s	230	grɛ:s	831 153 1117 89	606	swed1254
1344	Portuguese_ST	grass	ɛɾvɐ	ɛ ɾ v ɐ	884	ˈɛɾvɐ	1121 66 451 986	606	port1283
1345	Russian	grass	trava	t r a v a	1138	tra'va	120 153 997 451 997	606	russ1263
1346	Spanish	grass	jeɾβa	j e ɾ β a	884	'jeɾβa	570 1089 66 227 997	606	stan1288
1347	Danish	grass	g̥ʁas	ɡ̥ ʁ a s	230	g̥ʁas	824 739 997 89	606	dani1285
1348	Catalan	grass	erβə	e r β ə	884	'erßə	1089 153 227 1022	606	stan1289
1349	Greek_Mod	grass	xo̞rtari	x o̞ r t a r i	1490	xo̞rˈtari	778 878 153 120 997 153 1076	606	mode1248
1350	Marathi	grass	gəwət	ɡ ə w ə t	780	'gəwət	831 1022 462 1022 120	606	mara1378
1351	Polish	grass	trava	t r a v a	1138	ˈtrava	120 153 997 451 997	606	poli1260
1352	French	grass	ɛʀb	ɛ ʀ b	884	ɛʀb	1121 767 257	606	stan1290
1353	Breton_ST	grass	gɛwt	ɡ ɛ w t	1092	gɛwt	831 1121 462 120	606	bret1244
1354	English	grass	grɑːs	ɡ r ɑː s	230	grɑ:s	831 153 954 89	606	stan1293
1355	Dutch_List	grass	ɣrɑs	ɣ r ɑ s	230	ɣrɑs	780 153 952 89	606	dutc1256
1356	Oriya	grass	gʱasɔ	ɡ̤ a s ɔ	780	ghasɔ	835 997 89 916	606	oriy1255
1357	Marathi	grass	gʰəs	ɡʰ ə s	780	gʰəs	836 1022 89	606	mara1378
#
1358	Armenian_Mod	green	kɑnɑʧʰ	k ɑ n ɑ tʃʰ	594	kɑˈnɑʧʰ	838 952 107 952 661	1425	nucl1235
1359	Czech	green	zɛlɛniː	z ɛ l ɛ n iː	49	zɛlɛniː	80 1121 554 1121 107 1068	1425	czec1258
1360	Swedish	green	grøːn	ɡ r øː n	231	grøːn	831 153 1050 107	1425	swed1254
1361	Italian	green	verde	v e r d e	885	'verde	451 1089 153 145 1089	1425	ital1282
1362	German	green	gryːn	ɡ r yː n	231	gry:n	831 153 1049 107	1425	stan1295
1363	Breton_ST	green	glaːs	ɡ l aː s	49	'gla:s	831 554 1004 89	1425	bret1244
1364	Catalan	green	bert	b e r t	885	bert	257 1089 153 120	1425	stan1289
1365	Danish	green	g̥ʁɶ̝n	ɡ̥ ʁ œ n	231	g̥ʁɶ̝n	824 739 1059 107	1425	dani1285
1366	Dutch_List	green	ɣrun	ɣ r u n	231	ɣrun	780 153 868 107	1425	dutc1256
1367	English	green	griːn	ɡ r iː n	231	gri:n	831 153 1068 107	1425	stan1293
1368	French	green	vɛʀ	v ɛ ʀ	885	vɛʀ	451 1121 767	1425	stan1290
1369	Greek_Mod	green	prasino̞s	p r a s i n o̞ s	1491	ˈprasiˌno̞s	291 153 997 89 1076 107 878 89	1425	mode1248
1370	Marathi	green	ɦiɾwa	ɦ i ɾ w a	1947	'ɦiɾwa	401 1076 66 462 997	1425	mara1378
1371	Polish	green	ʑɛlɔnɨ	ʑ ɛ l ɔ n ɨ	49	ʑɛˈlɔnɨ	203 1121 554 916 107 983	1425	poli1260
1372	Portuguese_ST	green	veɾdɨ	v e ɾ d ɨ	885	ˈveɾdɨ	451 1089 66 145 983	1425	port1283
1373	Russian	green	zʲelʲonɨj	zʲ e lʲ o n ɨ j	49	zʲe'lʲonɨj	84 1089 546 887 107 983 570	1425	russ1263
1374	Spanish	green	beɾðe	b e ɾ ð e	885	'beɾðe	257 1089 66 419 1089	1425	stan1288
1375	Bihari	green	həriyər	h ə r i j ə r	49	həriyər	405 1022 153 1076 570 1022 153	1425	mait1250
1376	Oriya	green	sagua	s a ɡ ua	705	sagua	89 997 831 930	1425	oriy1255
1377	Urdu	green	həɾɑ	h ə ɾ ɑ	1664	həɾɑ	405 1022 66 952	1425	urdu1245
1378	Breton_ST	green	gweːr	ɡ w eː r	885	'gwe:r	831 462 1091 153	1425	bret1244
#
1379	Armenian_Mod	guts	ɑʁikʰ	ɑ ʁ i kʰ	595	ɑˈʁikʰ	952 739 1076 820	1334	nucl1235
1380	Czech	guts	vɲɪtr̝noscɪ	v ɲ ɪ t r n o s c ɪ	1283	vɲɪtr̝̊noscɪ	451 595 1110 120 153 107 887 89 606 1110	1334	czec1258
1381	German	guts	aingəvaidə	ai n ɡ ə v ai d ə	2673	'a‿ingəva‿idə	1037 107 831 1022 451 1037 145 1022	1334	stan1295
1382	Italian	guts	intestino	i n t e s t i n o	1588	intes'tino	1076 107 120 1089 89 120 1076 107 887	1334	ital1282
1383	Swedish	guts	tarm	t a r m	232	tarm	120 997 153 241	1334	swed1254
1384	Breton_ST	guts	buzɛlɛn	b u z ɛ l ɛ n	1012	bu'zɛlɛn	257 868 80 1121 554 1121 107	1334	bret1244
1385	Catalan	guts	buðeʎs	b u ð e ʎ s	1263	bu'ðeʎs	257 868 419 1089 588 89	1334	stan1289
1386	Danish	guts	d̥ʰɑm	d̥ʰ ɑ m	232	d̥ʰɑm	118 952 241	1334	dani1285
1387	Dutch_List	guts	dɑrm	d ɑ r m	232	dɑrm	145 952 153 241	1334	dutc1256
1388	English	guts	gʌts	ɡ ʌ t s	2676	gʌts	831 960 120 89	1334	stan1293
1389	French	guts	bwajo	b w a j o	1263	bwajo	257 462 997 570 887	1334	stan1290
1390	Russian	guts	kɨskɨ	k ɨ s k ɨ	1228	'kɨskɨ	838 983 89 838 983	1334	russ1263
1391	Bihari	guts	ãt	ã t	1588	ãt	1014 120	1334	mait1250
1392	Urdu	guts	bəɽi#ʔɑ̃t̪	b ə ɽ i _ ʔ ɑ̃ t̪	1588	bəɽi ʔɑ̃t̪	257 1022 703 1076 1190 409 951 382	1334	urdu1245
1393	Oriya	guts	ɔntɔ	ɔ n t ɔ	1588	ɔntɔ	916 107 120 916	1334	oriy1255
1394	German	guts	gədɛrm	ɡ ə d ɛ r m	232	gə'dɛrm	831 1022 145 1121 153 241	1334	stan1295
1395	Polish	guts	vnɛ̃ʧnɔɕʨi	v n ɛ̃ tʃ n ɔ ɕ tɕ i	1283	vnɛ̃ˈʧnɔɕʨi	451 107 1123 651 107 916 204 200 1076	1334	poli1260
1396	Portuguese_ST	guts	ẽtɾɐɲɐʃ	ẽ t ɾ ɐ ɲ ɐ ʃ	1588	ẽˈtɾɐɲɐʃ	1090 120 66 986 595 986 683	1334	port1283
1397	Greek_Mod	guts	splaxna	s p l a x n a	2674	ˈsplaxna	89 291 554 997 778 107 997	1334	mode1248
1398	Marathi	guts	ɦusaɾiː	ɦ u s a ɾ iː	3599	ɦusaɾi:	401 868 89 997 66 1068	1334	mara1378
1399	Spanish	guts	tɾipas	t ɾ i p a s	3615	'tɾipas	120 66 1076 291 997 89	1334	stan1288
1400	Armenian_Mod	guts	pʰoɾotikʰ	pʰ o ɾ o t i kʰ	3627	pʰoɾoˈtikʰ	264 887 66 887 120 1076 820	1334	nucl1235
1401	Portuguese_ST	guts	ĩtɨʃtinu	ĩ t ɨ ʃ t i n u	3647	ĩtɨʃˈtinu	1078 120 983 683 120 1076 107 868	1334	port1283
#
1402	Armenian_Mod	hair	mɑz	m ɑ z	596	mɑz	241 952 80	1040	nucl1235
1403	Czech	hair	vlasɪ	v l a s ɪ	1202	vlasɪ	451 554 997 89 1110	1040	czec1258
1404	German	hair	haːɐ̯	h aː ɐ̯	233	ha:ɐ̯	405 1004 985	1040	stan1295
1405	Italian	hair	pelo	p e l o	3153	'pelo	291 1089 554 887	1040	ital1282
1406	Swedish	hair	hoːr	h oː r	233	ho:r	405 880 153	1040	swed1254
1407	Breton_ST	hair	blɛw	b l ɛ w	1013	blɛw	257 554 1121 462	1040	bret1244
1408	Catalan	hair	pɛl	p ɛ l	3153	pɛl	291 1121 554	1040	stan1289
1409	Danish	hair	hɒ	h ɒ	233	hɒ	405 900	1040	dani1285
1410	Dutch_List	hair	har	h a r	233	har	405 997 153	1040	dutc1256
1411	English	hair	hɛə	h ɛ ə	233	hɛə	405 1121 1022	1040	stan1293
1412	French	hair	ʃəvø	ʃ ə v ø	887	ʃəvø	683 1022 451 1052	1040	stan1290
1413	Greek_Mod	hair	maʎa	m a ʎ a	1492	maˈʎa	241 997 588 997	1040	mode1248
1414	Marathi	hair	kes	k e s	2290	kes	838 1089 89	1040	mara1378
1415	Polish	hair	vwɔs	v w ɔ s	1202	vwɔs	451 462 916 89	1040	poli1260
1416	Portuguese_ST	hair	kɐβelu	k ɐ β e l u	887	kɐˈβelu	838 986 227 1089 554 868	1040	port1283
1417	Russian	hair	volosɨ	v o l o s ɨ	1202	'volosɨ	451 887 554 887 89 983	1040	russ1263
1418	Spanish	hair	kaβeʎo	k a β e ʎ o	887	ka'βeʎo	838 997 227 1089 588 887	1040	stan1288
1419	Urdu	hair	bɑl	b ɑ l	781	bɑl	257 952 554	1040	urdu1245
1420	Bihari	hair	kes	k e s	2290	kes	838 1089 89	1040	mait1250
1421	Oriya	hair	baɭɔ	b a ɭ ɔ	781	baḷɔ	257 997 708 916	1040	oriy1255
1422	Italian	hair	kapello	k a p e lː o	887	ka'pello	838 997 291 1089 545 887	1040	ital1282
1423	Catalan	hair	kəβɛʎ	k ə β ɛ ʎ	887	kə'ßɛʎ	838 1022 227 1121 588	1040	stan1289
#
1424	Armenian_Mod	hand	ʣɛrkʰ	dz ɛ r kʰ	411	ʣɛrkʰ	20 1121 153 820	1277	nucl1235
1425	Czech	hand	rʊka	r ʊ k a	1141	rʊka	153 904 838 997	1277	czec1258
1426	German	hand	hant	h a n t	234	hant	405 997 107 120	1277	stan1295
1427	Italian	hand	mano	m a n o	888	'mano	241 997 107 887	1277	ital1282
1428	Swedish	hand	hand	h a n d	234	hand	405 997 107 145	1277	swed1254
1429	Polish	hand	rɛ̃ka	r ɛ̃ k a	1141	ˈrɛ̃ka	153 1123 838 997	1277	poli1260
1430	Catalan	hand	ma	m a	888	ma	241 997	1277	stan1289
1431	Danish	hand	hʌn	h ʌ n	234	hʌn	405 960 107	1277	dani1285
1432	Dutch_List	hand	hɑnt	h ɑ n t	234	hɑnt	405 952 107 120	1277	dutc1256
1433	English	hand	hænd	h æ n d	234	hænd	405 1087 107 145	1277	stan1293
1434	French	hand	mɛ̃	m ɛ̃	888	mɛ̃	241 1123	1277	stan1290
1435	Greek_Mod	hand	çe̞ri	ç e̞ r i	411	ˈçe̞ri	583 1106 153 1076	1277	mode1248
1436	Marathi	hand	ɦat	ɦ a t	706	ɦat	401 997 120	1277	mara1378
1437	Portuguese_ST	hand	mɐ̃u	m ɐ̃ u	888	mɐ̃u	241 987 868	1277	port1283
1438	Russian	hand	ruka	r u k a	1141	ru'ka	153 868 838 997	1277	russ1263
1439	Spanish	hand	mano	m a n o	888	'mano	241 997 107 887	1277	stan1288
1440	Breton_ST	hand	dɔʁn	d ɔ ʁ n	1014	dɔʁn	145 916 739 107	1277	bret1244
1441	Bihari	hand	hatʰ	h a tʰ	706	hath	405 997 138	1277	mait1250
1442	Urdu	hand	hɑt̪ʰ	h ɑ t̪ʰ	706	hɑt̪ʰ	405 952 383	1277	urdu1245
1443	Oriya	hand	hatɔ	h a t ɔ	706	hatɔ	405 997 120 916	1277	oriy1255
#
1444	Urdu	he	woʰ	w o	1665	woʰ	462 887	1211	urdu1245
1445	Armenian_Mod	he	nɑ	n ɑ	2680	nɑ	107 952	1211	nucl1235
1446	Czech	he	on	o n	2680	on	887 107	1211	czec1258
1447	German	he	eːɐ̯	eː ɐ̯	2678	e:ɐ̯	1091 985	1211	stan1295
1448	Italian	he	eʎʎi	e ʎː i	889	'eʎʎi, 'lui	1089 587 1076	1211	ital1282
1449	Swedish	he	han	h a n	235	han	405 997 107	1211	swed1254
1450	Breton_ST	he	ẽː	ẽː	2678	ẽ:	1096	1211	bret1244
1451	Danish	he	han	h a n	235	han	405 997 107	1211	dani1285
1452	Dutch_List	he	hɛi	h ɛi	235	hɛi	405 1143	1211	dutc1256
1453	English	he	hiː	h iː	235	hi:	405 1068	1211	stan1293
1454	French	he	il	i l	889	il	1076 554	1211	stan1290
1455	Marathi	he	to	t o	2679	to	120 887	1211	mara1378
1456	Polish	he	ɔn	ɔ n	2680	ɔn	916 107	1211	poli1260
1457	Portuguese_ST	he	elɨ	e l ɨ	889	ˈelɨ	1089 554 983	1211	port1283
1458	Russian	he	on	o n	2680	on	887 107	1211	russ1263
1459	Spanish	he	el	e l	889	el	1089 554	1211	stan1288
1460	Oriya	he	ta	t a	2679	ta	120 997	1211	oriy1255
1461	Marathi	he	ɦa	ɦ a	3551	ɦa	401 997	1211	mara1378
1462	Catalan	he	eʎ	e ʎ	889	eʎ	1089 588	1211	stan1289
#
1463	Armenian_Mod	head	gəluχ	ɡ ə l u χ	1142	gəˈluχ	831 1022 554 868 748	1256	nucl1235
1464	Czech	head	ɦlava	ɦ l a v a	1142	ɦlava	401 554 997 451 997	1256	czec1258
1465	German	head	kɔp͜f	k ɔ pf	236	kɔp͜f	838 916 424	1256	stan1295
1466	Italian	head	tɛsta	t ɛ s t a	3171	'tɛsta	120 1121 89 120 997	1256	ital1282
1467	Swedish	head	hʉːvɵd	h ʉː v ɵ d	236	'hʉ:vɵd	405 966 451 970 145	1256	swed1254
1468	Breton_ST	head	pɛ̃n	p ɛ̃ n	1015	pɛ̃n	291 1123 107	1256	bret1244
1469	Catalan	head	kap	k a p	236	kap	838 997 291	1256	stan1289
1470	Danish	head	hoːəð	h oː ə ð	236	ho:əð	405 880 1022 419	1256	dani1285
1471	Dutch_List	head	hoft	h o f t	236	hoft	405 887 452 120	1256	dutc1256
1472	English	head	hɛd	h ɛ d	236	hɛd	405 1121 145	1256	stan1293
1473	French	head	tɛt	t ɛ t	3171	tɛt	120 1121 120	1256	stan1290
1474	Greek_Mod	head	ce̞fali	c e̞ f a l i	1494	ce̞ˈfali	606 1106 452 997 554 1076	1256	mode1248
1475	Marathi	head	ɖokə	ɖ o k ə	1948	'ɖokə	721 887 838 1022	1256	mara1378
1476	Polish	head	ɡwɔva	ɡ w ɔ v a	1142	ˈɡwɔva	831 462 916 451 997	1256	poli1260
1477	Portuguese_ST	head	kɐβesɐ	k ɐ β e s ɐ	236	kɐˈβesɐ	838 986 227 1089 89 986	1256	port1283
1478	Russian	head	golova	ɡ o l o v a	1142	golo'va	831 887 554 887 451 997	1256	russ1263
1479	Spanish	head	kaβeθa	k a β e θ a	236	ka'βeθa	838 997 227 1089 417 997	1256	stan1288
1480	Urdu	head	səɾ	s ə ɾ	53	səɾ	89 1022 66	1256	urdu1245
1481	Bihari	head	matʰ	m a tʰ	2292	math	241 997 138	1256	mait1250
1482	Oriya	head	muɳɖɔ	m u ɳ ɖ ɔ	2293	muṇḍɔ	241 868 711 721 916	1256	oriy1255
#
1483	Armenian_Mod	hear	ləsɛl	l ə s ɛ l	598	ləˈsɛl	554 1022 89 1121 554	1408	nucl1235
1484	Czech	hear	slɪʃɛt	s l ɪ ʃ ɛ t	598	slɪʃɛt	89 554 1110 683 1121 120	1408	czec1258
1485	German	hear	hørən	h ø r ə n	237	'hørən	405 1052 153 1022 107	1408	stan1295
1486	Italian	hear	udire	u d i r e	890	u'dire	868 145 1076 153 1089	1408	ital1282
1487	Swedish	hear	hœːra	h œː r a	237	'hœ:ra	405 1057 153 997	1408	swed1254
1488	Danish	hear	hoːʌ	h oː ʌ	237	'ho:ʌ	405 880 960	1408	dani1285
1489	Dutch_List	hear	horən	h o r ə n	237	'horə(n)	405 887 153 1022 107	1408	dutc1256
1490	English	hear	hɪə	h ɪ ə	237	hɪə	405 1110 1022	1408	stan1293
1491	French	hear	ɑ̃tɑ̃dʀ	ɑ̃ t ɑ̃ d ʀ	2296	ɑ̃tɑ̃dʀ	951 120 951 145 767	1408	stan1290
1492	Breton_ST	hear	klɛːvɛt	k l ɛː v ɛ t	598	'klɛ:vɛt, 'klɛ:vut	838 554 1117 451 1121 120	1408	bret1244
