ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA	CONCEPTICON_ID	GLOTTOLOG
3763	Singhi	far	jue	j u e	-208	570 868 1089	1406	baub1235
3764	Banggi	far	moduk	m o d u k	2887	241 887 145 868 838	1406	bong1289
#
2146	Maloh	fat/grease	inʲak	i nʲ a k	534	1076 101 997 838	323	emba1238
2147	Merina_Malagasy	fat/grease	matavj	m a t a v j	1102	241 997 120 997 451 570	323	plat1254
2148	Thao	fat/grease	lhimash	l h i m a s h	202	554 405 1076 241 997 89 405	323	thao1240
2149	Palauan	fat/grease	laok	l a o k	-371	554 997 887 838	323	pala1344
2150	Tunjung	fat/grease	loaʔ	l o a ʔ	1445	554 887 997 409	323	tunj1244
2151	Bare'e	fat/grease	boko	b o k o	788	257 887 838 887	323	pamo1252
2152	Iban	fat/grease	lemak	l e m a k	371	554 1089 241 997 838	323	iban1264
2153	Iban	fat/grease	lenjiŋ	l e n j i ŋ	1591	554 1089 107 570 1076 801	323	iban1264
2154	Berawan_Long_Terawan	fat/grease	ləməʔ	l ə m ə ʔ	371	554 1022 241 1022 409	323	west2564
2155	Moken	fat/grease	mənʲaːt	m ə nʲ aː t	534	241 1022 101 1004 120	323	moke1242
2156	Hanunoo	fat/grease	tabaʔ	t a b a ʔ	312	120 997 257 997 409	323	hanu1241
2157	Tetum	fat/grease	boran	b o r a n	42	257 887 153 997 107	323	tetu1246
2158	Tetum	fat/grease	mina	m i n a	534	241 1076 107 997	323	tetu1246
2159	Mailu	fat/grease	mona	m o n a	534	241 887 107 997	323	mail1248
2160	Tsou	fat/grease	hə́sə	h ə s ə	276	405 1022 89 1022	323	tsou1248
2161	Nias	fat/grease	fanixa	f a n i x a	2283	452 997 107 1076 778 997	323	nias1242
2162	Nias	fat/grease	tawõ	t a w õ	312	120 997 462 883	323	nias1242
2163	Central_Amis	fat/grease	simar	s i m a r	202	89 1076 241 997 153	323	amis1246
2164	Banoni	fat/grease	mariŋi	m a r i ŋ i	2668	241 997 153 1076 801 1076	323	bann1247
2165	Singhi	fat/grease	puak	p u a k	2792	291 868 997 838	323	baub1235
2166	Banggi	fat/grease	laːna	l aː n a	371	554 1004 107 997	323	bong1289
#
1210	Maloh	father	amaʔ	a m a ʔ	611	997 241 997 409	1217	emba1238
1211	Merina_Malagasy	father	raj	r a j	1080	153 997 570	1217	plat1254
1212	Thao	father	ama	a m a	611	997 241 997	1217	thao1240
1213	Palauan	father	cʰedam	cʰ e d a m	611	604 1089 145 997 241	1217	pala1344
1214	Tunjung	father	maʔ	m a ʔ	611	241 997 409	1217	tunj1244
1215	Bare'e	father	papa	p a p a	347	291 997 291 997	1217	pamo1252
1216	Iban	father	apai	a p a i	347	997 291 997 1076	1217	iban1264
1217	Berawan_Long_Terawan	father	tanəh	t a n ə h	611	120 997 107 1022 405	1217	west2564
1218	Moken	father	ʔapoŋ	ʔ a p o ŋ	-347	409 997 291 887 801	1217	moke1242
1219	Hanunoo	father	amaʔ	a m a ʔ	611	997 241 997 409	1217	hanu1241
1220	Wuna	father	ama	a m a	611	997 241 997	1217	muna1247
1221	Tetum	father	ama	a m a	611	997 241 997	1217	tetu1246
1222	Mailu	father	abai	a b a i	-347	997 257 997 1076	1217	mail1248
1223	Tsou	father	amo	a m o	611	997 241 887	1217	tsou1248
1224	Nias	father	ama	a m a	611	997 241 997	1217	nias1242
1225	Central_Amis	father	mama	m a m a	611	241 997 241 997	1217	amis1246
1226	Chamorro	father	tata	t a t a	611	120 997 120 997	1217	cham1312
1227	Banoni	father	tama	t a m a	611	120 997 241 997	1217	bann1247
1228	Singhi	father	sama	s a m a	611	89 997 241 997	1217	baub1235
1229	Banggi	father	ama	a m a	611	997 241 997	1217	bong1289
#
2041	Maloh	feather	bulu	b u l u	193	257 868 554 868	1201	emba1238
2042	Merina_Malagasy	feather	volo	v o l o	193	451 887 554 887	1201	plat1254
2043	Thao	feather	kupur	k u p u r	1209	838 868 291 868 153	1201	thao1240
2044	Palauan	feather	busecʰ	b u s e cʰ	1321	257 868 89 1089 604	1201	pala1344
2045	Tunjung	feather	buluʔ	b u l u ʔ	193	257 868 554 868 409	1201	tunj1244
2046	Bare'e	feather	wuju	w u j u	193	462 868 570 868	1201	pamo1252
2047	Iban	feather	bulu	b u l u	193	257 868 554 868	1201	iban1264
2048	Berawan_Long_Terawan	feather	buluh	b u l u h	193	257 868 554 868 405	1201	west2564
2049	Hanunoo	feather	bulbul#manuk	b u l b u l _ m a n u k	193	257 868 554 257 868 554 1190 241 997 107 868 838	1201	hanu1241
2050	Wuna	feather	vulu	v u l u	193	451 868 554 868	1201	muna1247
2051	Tetum	feather	rahun	r a h u n	735	153 997 405 868 107	1201	tetu1246
2052	Mailu	feather	papa	p a p a	2009	291 997 291 997	1201	mail1248
2053	Tsou	feather	eopuŋu	e o p u ŋ u	318	1089 887 291 868 801 868	1201	tsou1248
2054	Nias	feather	bu	b u	193	257 868	1201	nias1242
2055	Central_Amis	feather	upih	u p i h	2413	868 291 1076 405	1201	amis1246
2056	Central_Amis	feather	fanuh	f a n u h	2414	452 997 107 868 405	1201	amis1246
2057	Chamorro	feather	pulu	p u l u	193	291 868 554 868	1201	cham1312
2058	Banoni	feather	puata	p u a t a	2664	291 868 997 120 997	1201	bann1247
2059	Singhi	feather	burun	b u r u n	193	257 868 153 868 107	1201	baub1235
2060	Banggi	feather	bubul	b u b u l	193	257 868 257 868 554	1201	bong1289
#
2963	Maloh	fire	api	a p i	169	997 291 1076	221	emba1238
2964	Merina_Malagasy	fire	afo	a f o	169	997 452 887	221	plat1254
2965	Thao	fire	apuj	a p u j	169	997 291 868 570	221	thao1240
2966	Palauan	fire	ŋau	ŋ a u	-169	801 997 868	221	pala1344
2967	Tunjung	fire	apuj	a p u j	169	997 291 868 570	221	tunj1244
2968	Bare'e	fire	apu	a p u	169	997 291 868	221	pamo1252
2969	Iban	fire	api	a p i	169	997 291 1076	221	iban1264
2970	Berawan_Long_Terawan	fire	apoj	a p o j	169	997 291 887 570	221	west2564
2971	Moken	fire	ʔapuj	ʔ a p u j	169	409 997 291 868 570	221	moke1242
2972	Hanunoo	fire	apuj	a p u j	169	997 291 868 570	221	hanu1241
2973	Wuna	fire	ifi	i f i	169	1076 452 1076	221	muna1247
2974	Tetum	fire	haʔi	h a ʔ i	169	405 997 409 1076	221	tetu1246
2975	Mailu	fire	eu	e u	2041	1089 868	221	mail1248
2976	Tsou	fire	puzu	p u z u	169	291 868 80 868	221	tsou1248
2977	Nias	fire	alitõ	a l i t õ	2300	997 554 1076 120 883	221	nias1242
2978	Central_Amis	fire	namar	n a m a r	198	107 997 241 997 153	221	amis1246
2979	Central_Amis	fire	lamar	l a m a r	198	554 997 241 997 153	221	amis1246
2980	Chamorro	fire	guafi	ɡ u a f i	169	831 868 997 452 1076	221	cham1312
2981	Banoni	fire	dzai	d z a i	169	145 80 997 1076	221	bann1247
2982	Singhi	fire	opui	o p u i	169	887 291 868 1076	221	baub1235
2983	Banggi	fire	afi	a f i	169	997 452 1076	221	bong1289
#
2282	Maloh	fish	lauh	l a u h	615	554 997 868 405	227	emba1238
2283	Maloh	fish	lauk	l a u k	615	554 997 868 838	227	emba1238
2284	Merina_Malagasy	fish	hazandrano	h a z a n d r a n o	1108	405 997 80 997 107 145 153 997 107 887	227	plat1254
2285	Merina_Malagasy	fish	trondro	t r o n d r o	1109	120 153 887 107 145 153 887	227	plat1254
2286	Merina_Malagasy	fish	laoko	l a o k o	1110	554 997 887 838 887	227	plat1254
2287	Thao	fish	rusaw	r u s a w	1214	153 868 89 997 462	227	thao1240
2288	Palauan	fish	ŋikel	ŋ i k e l	585	801 1076 838 1089 554	227	pala1344
2289	Tunjung	fish	mətuʔ	m ə t u ʔ	1446	241 1022 120 868 409	227	tunj1244
2290	Bare'e	fish	bau	b a u	-510	257 997 868	227	pamo1252
2291	Iban	fish	ikan	i k a n	585	1076 838 997 107	227	iban1264
2292	Berawan_Long_Terawan	fish	puta	p u t a	405	291 868 120 997	227	west2564
2293	Moken	fish	ʔekaːn	ʔ e k aː n	585	409 1089 838 1004 107	227	moke1242
2294	Hanunoo	fish	isdaʔ	i s d a ʔ	539	1076 89 145 997 409	227	hanu1241
2295	Wuna	fish	kenta	k e n t a	283	838 1089 107 120 997	227	muna1247
2296	Tetum	fish	naʔan	n a ʔ a n	1909	107 997 409 997 107	227	tetu1246
2297	Mailu	fish	orebe	o r e b e	16	887 153 1089 257 1089	227	mail1248
2298	Tsou	fish	eoskʉ	e o s k ʉ	2168	1089 887 89 838 968	227	tsou1248
2299	Central_Amis	fish	futiŋ	f u t i ŋ	2423	452 868 120 1076 801	227	amis1246
2300	Central_Amis	fish	futiŋ	f u t i ŋ	2424	452 868 120 1076 801	227	amis1246
2301	Chamorro	fish	guihan	ɡ u i h a n	2551	831 868 1076 405 997 107	227	cham1312
2302	Banoni	fish	bosi	b o s i	2673	257 887 89 1076	227	bann1247
2303	Singhi	fish	kien	k i e n	585	838 1076 1089 107	227	baub1235
2304	Banggi	fish	sadak	s a d a k	539	89 997 145 997 838	227	bong1289
#
2398	Maloh	flower	buŋa	b u ŋ a	65	257 868 801 997	239	emba1238
2399	Merina_Malagasy	flower	vonj	v o n j	-65	451 887 107 570	239	plat1254
2400	Thao	flower	bukaj	b u k a j	1216	257 868 838 997 570	239	thao1240
2401	Palauan	flower	buŋ	b u ŋ	65	257 868 801	239	pala1344
2402	Tunjung	flower	uŋan	u ŋ a n	65	868 801 997 107	239	tunj1244
2403	Bare'e	flower	sese	s e s e	628	89 1089 89 1089	239	pamo1252
2404	Iban	flower	buŋai	b u ŋ a i	65	257 868 801 997 1076	239	iban1264
2405	Berawan_Long_Terawan	flower	busaʔ	b u s a ʔ	133	257 868 89 997 409	239	west2564
2406	Moken	flower	buŋaʔ	b u ŋ a ʔ	65	257 868 801 997 409	239	moke1242
2407	Hanunoo	flower	busaŋ	b u s a ŋ	-65	257 868 89 997 801	239	hanu1241
2408	Hanunoo	flower	ragaw	r a ɡ a w	1825	153 997 831 997 462	239	hanu1241
2409	Wuna	flower	vuna	v u n a	65	451 868 107 997	239	muna1247
2410	Tetum	flower	ai#funan	a i _ f u n a n	65	997 1076 1190 452 868 107 997 107	239	tetu1246
2411	Mailu	flower	popori	p o p o r i	2022	291 887 291 887 153 1076	239	mail1248
2412	Mailu	flower	suoro	s u o r o	2023	89 868 887 153 887	239	mail1248
2413	Tsou	flower	bʉvnʉ	b ʉ v n ʉ	2172	257 968 451 107 968	239	tsou1248
2414	Nias	flower	buŋa	b u ŋ a	65	257 868 801 997	239	nias1242
2415	Chamorro	flower	cʰinalek	cʰ i n a l e k	2554	604 1076 107 997 554 1089 838	239	cham1312
2416	Banoni	flower	baːbaːna	b aː b aː n a	2679	257 1004 257 1004 107 997	239	bann1247
2417	Banggi	flower	budak	b u d a k	493	257 868 145 997 838	239	bong1289
#
2725	Maloh	fog	aun	a u n	1030	997 868 107	249	emba1238
2726	Merina_Malagasy	fog	zavona	z a v o n a	1118	80 997 451 887 107 997	249	plat1254
2727	Thao	fog	harbuk	h a r b u k	1223	405 997 153 257 868 838	249	thao1240
2728	Palauan	fog	cʰetecʰat	cʰ e t e cʰ a t	1343	604 1089 120 1089 604 997 120	249	pala1344
2729	Tunjung	fog	əmun	ə m u n	274	1022 241 868 107	249	tunj1244
2730	Bare'e	fog	limu	l i m u	1530	554 1076 241 868	249	pamo1252
2731	Iban	fog	apok	a p o k	1599	997 291 887 838	249	iban1264
2732	Berawan_Long_Terawan	fog	gium	ɡ i u m	1676	831 1076 868 241	249	west2564
2733	Hanunoo	fog	alinjabuʔ	a l i n j a b u ʔ	1829	997 554 1076 107 570 997 257 868 409	249	hanu1241
2734	Wuna	fog	gawu	ɡ a w u	448	831 997 462 868	249	muna1247
2735	Tetum	fog	ai#abu	a i _ a b u	448	997 1076 1190 997 257 868	249	tetu1246
2736	Nias	fog	sau	s a u	2291	89 997 868	249	nias1242
2737	Central_Amis	fog	takulah	t a k u l a h	2446	120 997 838 868 554 997 405	249	amis1246
2738	Central_Amis	fog	qopqopaj	q o p q o p a j	2447	757 887 291 757 887 291 997 570	249	amis1246
2739	Chamorro	fog	afao	a f a o	2561	997 452 997 887	249	cham1312
2740	Chamorro	fog	asgon	a s ɡ o n	2562	997 89 831 887 107	249	cham1312
2741	Banoni	fog	kabu	k a b u	448	838 997 257 868	249	bann1247
2742	Banoni	fog	nukuita	n u k u i t a	2696	107 868 838 868 1076 120 997	249	bann1247
2743	Banoni	fog	vamuko	v a m u k o	2697	451 997 241 868 838 887	249	bann1247
2744	Singhi	fog	abun	a b u n	274	997 257 868 107	249	baub1235
#
2418	Maloh	fruit	buaʔ	b u a ʔ	694	257 868 997 409	1507	emba1238
2419	Merina_Malagasy	fruit	voa	v o a	694	451 887 997	1507	plat1254
2420	Palauan	fruit	rodecʰ	r o d e cʰ	1332	153 887 145 1089 604	1507	pala1344
2421	Tunjung	fruit	ugan	u ɡ a n	694	868 831 997 107	1507	tunj1244
2422	Bare'e	fruit	wua	w u a	694	462 868 997	1507	pamo1252
2423	Iban	fruit	buah	b u a h	694	257 868 997 405	1507	iban1264
2424	Berawan_Long_Terawan	fruit	luʔoŋ	l u ʔ o ŋ	1668	554 868 409 887 801	1507	west2564
2425	Moken	fruit	buəːk	b u əː k	694	257 868 845 838	1507	moke1242
2426	Hanunoo	fruit	burak	b u r a k	694	257 868 153 997 838	1507	hanu1241
2427	Wuna	fruit	bake	b a k e	232	257 997 838 1089	1507	muna1247
2428	Tetum	fruit	ai#fuan	a i _ f u a n	694	997 1076 1190 452 868 997 107	1507	tetu1246
2429	Mailu	fruit	lora	l o r a	2024	554 887 153 997	1507	mail1248
2430	Tsou	fruit	beahci	b e a h c i	2173	257 1089 997 405 606 1076	1507	tsou1248
2431	Nias	fruit	bua	b u a	694	257 868 997	1507	nias1242
2432	Chamorro	fruit	inasahan	i n a s a h a n	2555	1076 107 997 89 997 405 997 107	1507	cham1312
2433	Singhi	fruit	bua	b u a	694	257 868 997	1507	baub1235
2434	Banggi	fruit	buak	b u a k	694	257 868 997 838	1507	bong1289
#
3417	Maloh	good	mam	m a m	1039	241 997 241	1035	emba1238
3418	Thao	good	maqitan	m a q i t a n	-353	241 997 757 1076 120 997 107	1035	thao1240
3419	Palauan	good	uŋil	u ŋ i l	1368	868 801 1076 554	1035	pala1344
3420	Tunjung	good	pajik	p a j i k	1462	291 997 570 1076 838	1035	tunj1244
3421	Bare'e	good	madago	m a d a ɡ o	1544	241 997 145 997 831 887	1035	pamo1252
3422	Iban	good	baik	b a i k	741	257 997 1076 838	1035	iban1264
3423	Iban	good	manah	m a n a h	1605	241 997 107 997 405	1035	iban1264
3424	Iban	good	badas	b a d a s	556	257 997 145 997 89	1035	iban1264
3425	Berawan_Long_Terawan	good	jin	j i n	1687	570 1076 107	1035	west2564
3426	Moken	good	ʔamoːn	ʔ a m oː n	1775	409 997 241 880 107	1035	moke1242
3427	Hanunoo	good	majad	m a j a d	418	241 997 570 997 145	1035	hanu1241
3428	Wuna	good	netaː	n e t aː	58	107 1089 120 1004	1035	muna1247
3429	Tetum	good	diak	d i a k	542	145 1076 997 838	1035	tetu1246
3430	Mailu	good	eboebo	e b o e b o	2063	1089 257 887 1089 257 887	1035	mail1248
3431	Mailu	good	wonai	w o n a i	2064	462 887 107 997 1076	1035	mail1248
3432	Tsou	good	ʉmnʉ	ʉ m n ʉ	2208	968 241 107 968	1035	tsou1248
3433	Nias	good	sõxi	s õ x i	2312	89 883 778 1076	1035	nias1242
3434	Central_Amis	good	mafancal	m a f a n c a l	2484	241 997 452 997 107 606 997 554	1035	amis1246
3435	Central_Amis	good	fancal	f a n c a l	2485	452 997 107 606 997 554	1035	amis1246
3436	Chamorro	good	maolek	m a o l e k	2574	241 997 887 554 1089 838	1035	cham1312
3437	Banoni	good	daːme	d aː m e	2726	145 1004 241 1089	1035	bann1247
3438	Banoni	good	komo	k o m o	2727	838 887 241 887	1035	bann1247
3439	Singhi	good	pagux	p a ɡ u x	2824	291 997 831 868 778	1035	baub1235
3440	Singhi	good	konak	k o n a k	2825	838 887 107 997 838	1035	baub1235
3441	Banggi	good	empia	e m p i a	353	1089 241 291 1076 997	1035	bong1289
#
2435	Maloh	grass	rimput	r i m p u t	272	153 1076 241 291 868 120	606	emba1238
2436	Merina_Malagasy	grass	ahitra	a h i t r a	1114	997 405 1076 120 153 997	606	plat1254
2437	Thao	grass	lhmir	l h m i r	610	554 405 241 1076 153	606	thao1240
2438	Palauan	grass	cʰudel	cʰ u d e l	1333	604 868 145 1089 554	606	pala1344
2439	Tunjung	grass	uruʔ	u r u ʔ	466	868 153 868 409	606	tunj1244
2440	Bare'e	grass	ewo	e w o	1527	1089 462 887	606	pamo1252
2441	Iban	grass	rumput	r u m p u t	272	153 868 241 291 868 120	606	iban1264
2442	Berawan_Long_Terawan	grass	uroh	u r o h	466	868 153 887 405	606	west2564
2443	Moken	grass	lopot	l o p o t	-272	554 887 291 887 120	606	moke1242
2444	Hanunoo	grass	rikut	r i k u t	75	153 1076 838 868 120	606	hanu1241
2445	Hanunoo	grass	marikut	m a r i k u t	1826	241 997 153 1076 838 868 120	606	hanu1241
2446	Wuna	grass	karopu	k a r o p u	1875	838 997 153 887 291 868	606	muna1247
2447	Tsou	grass	sʔosʔo	s ʔ o s ʔ o	2174	89 409 887 89 409 887	606	tsou1248
2448	Nias	grass	duʔu	d u ʔ u	466	145 868 409 868	606	nias1242
2449	Central_Amis	grass	reŋus	r e ŋ u s	2430	153 1089 801 868 89	606	amis1246
2450	Central_Amis	grass	leŋos	l e ŋ o s	2431	554 1089 801 887 89	606	amis1246
2451	Banoni	grass	gogorini	ɡ o ɡ o r i n i	2680	831 887 831 887 153 1076 107 1076	606	bann1247
2452	Singhi	grass	dux	d u x	-466	145 868 778	606	baub1235
2453	Banggi	grass	rihut	r i h u t	75	153 1076 405 868 120	606	bong1289
#
3143	Maloh	green	mamata	m a m a t a	85	241 997 241 997 120 997	1425	emba1238
3144	Merina_Malagasy	green	maitso	m a i t s o	-618	241 997 1076 120 89 887	1425	plat1254
3145	Thao	green	madishlum	m a d i s h l u m	1233	241 997 145 1076 89 405 554 868 241	1425	thao1240
3146	Palauan	green	bedeŋel#a#biːb	b e d e ŋ e l _ a _ b iː b	1358	257 1089 145 1089 801 1089 554 1190 997 1190 257 1068 257	1425	pala1344
3147	Tunjung	green	nahum	n a h u m	1458	107 997 405 868 241	1425	tunj1244
3148	Bare'e	green	malaumbe	m a l a u m b e	1538	241 997 554 997 868 241 257 1089	1425	pamo1252
3149	Iban	green	ijau	i j a u	618	1076 570 997 868	1425	iban1264
3150	Berawan_Long_Terawan	green	gaduŋ	ɡ a d u ŋ	783	831 997 145 868 801	1425	west2564
3151	Moken	green	ŋomoːŋ	ŋ o m oː ŋ	1769	801 887 241 880 801	1425	moke1242
3152	Hanunoo	green	latuj	l a t u j	1839	554 997 120 868 570	1425	hanu1241
3153	Wuna	green	nofeido	n o f e i d o	-618	107 887 452 1089 1076 145 887	1425	muna1247
3154	Tetum	green	matak	m a t a k	85	241 997 120 997 838	1425	tetu1246
3155	Mailu	green	korakorara	k o r a k o r a r a	2046	838 887 153 997 838 887 153 997 153 997	1425	mail1248
3156	Tsou	green	riŋhova	r i ŋ h o v a	2197	153 1076 801 405 887 451 997	1425	tsou1248
3157	Central_Amis	green	kaŋrawaj	k a ŋ r a w a j	2467	838 997 801 153 997 462 997 570	1425	amis1246
3158	Central_Amis	green	kaŋdaw	k a ŋ d a w	2468	838 997 801 145 997 462	1425	amis1246
3159	Banoni	green	bubune	b u b u n e	2714	257 868 257 868 107 1089	1425	bann1247
3160	Singhi	green	idip	i d i p	2812	1076 145 1076 291	1425	baub1235
#
501	Maloh	hair	buk	b u k	252	257 868 838	1040	emba1238
502	Merina_Malagasy	hair	volo	v o l o	-126	451 887 554 887	1040	plat1254
503	Thao	hair	fukish	f u k i s h	252	452 868 838 1076 89 405	1040	thao1240
504	Palauan	hair	cʰui	cʰ u i	-252	604 868 1076	1040	pala1344
505	Tunjung	hair	alaw	a l a w	677	997 554 997 462	1040	tunj1244
506	Bare'e	hair	wujua	w u j u a	-126	462 868 570 868 997	1040	pamo1252
507	Iban	hair	bok	b o k	252	257 887 838	1040	iban1264
508	Berawan_Long_Terawan	hair	puʔ	p u ʔ	252	291 868 409	1040	west2564
509	Moken	hair	buloj	b u l o j	1711	257 868 554 887 570	1040	moke1242
510	Hanunoo	hair	buhuk	b u h u k	252	257 868 405 868 838	1040	hanu1241
511	Wuna	hair	vulu#no#fotu	v u l u _ n o _ f o t u	126	451 868 554 868 1190 107 887 1190 452 887 120 868	1040	muna1247
512	Tetum	hair	fuːk	f uː k	252	452 860 838	1040	tetu1246
513	Mailu	hair	limuː	l i m uː	441	554 1076 241 860	1040	mail1248
514	Tsou	hair	fʔʉ́sʉ	f ʔ ʉ s ʉ	252	452 409 968 89 968	1040	tsou1248
515	Nias	hair	bu	b u	252	257 868	1040	nias1242
516	Central_Amis	hair	fukes	f u k e s	252	452 868 838 1089 89	1040	amis1246
517	Chamorro	hair	gapotulu	ɡ a p o t u l u	126	831 997 291 887 120 868 554 868	1040	cham1312
518	Chamorro	hair	pulu	p u l u	586	291 868 554 868	1040	cham1312
519	Banoni	hair	punu	p u n u	586	291 868 107 868	1040	bann1247
520	Singhi	hair	boek	b o e k	252	257 887 1089 838	1040	baub1235
521	Banggi	hair	obuk	o b u k	252	887 257 868 838	1040	bong1289
#
1	Maloh	hand	taŋan	t a ŋ a n	155	120 997 801 997 107	1277	emba1238
2	Merina_Malagasy	hand	tanana	t a n a n a	155	120 997 107 997 107 997	1277	plat1254
3	Thao	hand	rima	r i m a	446	153 1076 241 997	1277	thao1240
4	Palauan	hand	cʰim	cʰ i m	446	604 1076 241	1277	pala1344
5	Tunjung	hand	aŋaʔ	a ŋ a ʔ	155	997 801 997 409	1277	tunj1244
6	Bare'e	hand	pale	p a l e	1484	291 997 554 1089	1277	pamo1252
7	Iban	hand	taŋan	t a ŋ a n	155	120 997 801 997 107	1277	iban1264
8	Iban	hand	jari	j a r i	1556	570 997 153 1076	1277	iban1264
9	Berawan_Long_Terawan	hand	tisu	t i s u	481	120 1076 89 868	1277	west2564
10	Berawan_Long_Terawan	hand	isu	i s u	481	1076 89 868	1277	west2564
11	Hanunoo	hand	kamaŋ	k a m a ŋ	1796	838 997 241 997 801	1277	hanu1241
12	Wuna	hand	lima	l i m a	446	554 1076 241 997	1277	muna1247
13	Tetum	hand	liman	l i m a n	446	554 1076 241 997 107	1277	tetu1246
14	Mailu	hand	ima	i m a	446	1076 241 997	1277	mail1248
15	Tsou	hand	mucu	m u c u	350	241 868 606 868	1277	tsou1248
16	Nias	hand	taŋa	t a ŋ a	155	120 997 801 997	1277	nias1242
17	Central_Amis	hand	kamaj	k a m a j	19	838 997 241 997 570	1277	amis1246
18	Chamorro	hand	kanːai	k a nː a i	2515	838 997 106 997 1076	1277	cham1312
19	Banoni	hand	numa	n u m a	446	107 868 241 997	1277	bann1247
20	Singhi	hand	toŋan	t o ŋ a n	155	120 887 801 997 107	1277	baub1235
#
3830	Maloh	he/she	ia	i a	536	1076 997	262	emba1238
3831	Merina_Malagasy	he/she	izj	i z j	536	1076 80 570	262	plat1254
3832	Thao	he/she	cicu	c i c u	1246	606 1076 606 868	262	thao1240
3833	Palauan	he/she	ŋii	ŋ i i	536	801 1076 1076	262	pala1344
3834	Tunjung	he/she	isaʔ	i s a ʔ	536	1076 89 997 409	262	tunj1244
3835	Bare'e	he/she	siʔa	s i ʔ a	536	89 1076 409 997	262	pamo1252
3836	Iban	he/she	ia	i a	349	1076 997	262	iban1264
3837	Berawan_Long_Terawan	he/she	nʲih	nʲ i h	200	101 1076 405	262	west2564
3838	Moken	he/she	ʔolaːŋ	ʔ o l aː ŋ	1786	409 887 554 1004 801	262	moke1242
3839	Moken	he/she	nʲaː	nʲ aː	536	101 1004	262	moke1242
3840	Hanunoo	he/she	sija	s i j a	536	89 1076 570 997	262	hanu1241
3841	Wuna	he/she	anoa	a n o a	600	997 107 887 997	262	muna1247
3842	Tetum	he/she	nia	n i a	536	107 1076 997	262	tetu1246
3843	Mailu	he/she	no	n o	2078	107 887	262	mail1248
3844	Nias	he/she	jaʔia	j a ʔ i a	536	570 997 409 1076 997	262	nias1242
3845	Central_Amis	he/she	ciŋra	c i ŋ r a	2503	606 1076 801 153 997	262	amis1246
3846	Central_Amis	he/she	ciŋra	c i ŋ r a	2504	606 1076 801 153 997	262	amis1246
3847	Chamorro	he/she	guija	ɡ u i j a	536	831 868 1076 570 997	262	cham1312
3848	Banoni	he/she	nːa	nː a	584	106 997	262	bann1247
3849	Singhi	he/she	ijox	i j o x	536	1076 570 887 778	262	baub1235
3850	Banggi	he/she	kui	k u i	2890	838 868 1076	262	bong1289
#
460	Maloh	head	ulu	u l u	442	868 554 868	1256	emba1238
461	Merina_Malagasy	head	loha	l o h a	1062	554 887 405 997	1256	plat1254
462	Thao	head	punuq	p u n u q	552	291 868 107 868 757	1256	thao1240
463	Palauan	head	klidm	k l i d m	1265	838 554 1076 145 241	1256	pala1344
464	Tunjung	head	kuhuŋ	k u h u ŋ	438	838 868 405 868 801	1256	tunj1244
465	Bare'e	head	woʔo	w o ʔ o	1490	462 887 409 887	1256	pamo1252
466	Berawan_Long_Terawan	head	uloh	u l o h	442	868 554 887 405	1256	west2564
467	Hanunoo	head	ulu	u l u	442	868 554 868	1256	hanu1241
468	Wuna	head	fotu	f o t u	578	452 887 120 868	1256	muna1247
469	Tetum	head	ulun	u l u n	442	868 554 868 107	1256	tetu1246
470	Mailu	head	uru	u r u	442	868 153 868	1256	mail1248
471	Mailu	head	moru	m o r u	442	241 887 153 868	1256	mail1248
472	Tsou	head	fŋuu	f ŋ u u	530	452 801 868 868	1256	tsou1248
473	Nias	head	hõgõ	h õ ɡ õ	2234	405 883 831 883	1256	nias1242
474	Central_Amis	head	taŋar	t a ŋ a r	516	120 997 801 997 153	1256	amis1246
475	Central_Amis	head	fuŋoh	f u ŋ o h	530	452 868 801 887 405	1256	amis1246
476	Chamorro	head	ulu	u l u	442	868 554 868	1256	cham1312
477	Banoni	head	tope	t o p e	2616	120 887 291 1089	1256	bann1247
478	Singhi	head	bak	b a k	2753	257 997 838	1256	baub1235
479	Banggi	head	ulu	u l u	442	868 554 868	1256	bong1289
#
2942	Maloh	heavy	borat	b o r a t	388	257 887 153 997 120	1210	emba1238
2943	Merina_Malagasy	heavy	mavésatra	m a v e s a t r a	388	241 997 451 1089 89 997 120 153 997	1210	plat1254
2944	Thao	heavy	mabric	m a b r i c	-388	241 997 257 153 1076 606	1210	thao1240
2945	Palauan	heavy	oberéod	o b e r e o d	-388	887 257 1089 153 1089 887 145	1210	pala1344
2946	Tunjung	heavy	bahat	b a h a t	388	257 997 405 997 120	1210	tunj1244
2947	Bare'e	heavy	matomo	m a t o m o	1536	241 997 120 887 241 887	1210	pamo1252
2948	Iban	heavy	berat	b e r a t	388	257 1089 153 997 120	1210	iban1264
2949	Berawan_Long_Terawan	heavy	bəkːəiʔ	b ə kː ə i ʔ	388	257 1022 832 1022 1076 409	1210	west2564
2950	Moken	heavy	baʔaːt	b a ʔ aː t	388	257 997 409 1004 120	1210	moke1242
2951	Hanunoo	heavy	mabujat	m a b u j a t	388	241 997 257 868 570 997 120	1210	hanu1241
2952	Wuna	heavy	nobie	n o b i e	622	107 887 257 1076 1089	1210	muna1247
2953	Tetum	heavy	todan	t o d a n	1915	120 887 145 997 107	1210	tetu1246
2954	Mailu	heavy	urumu	u r u m u	2040	868 153 868 241 868	1210	mail1248
