ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA	CONCEPTICON_ID	GLOTTOLOG
534	Hachijō	drink	nomu	n o m u	120	107 887 241 868	1401	hach1238
535	Shuri	drink	nunuɴ	n u n u ɴ	120	107 868 107 868 751	1401	shur1243
536	Kōchi	drink	nomu	n o m u	120	107 887 241 868	1401	shik1243
537	Sado	drink	nomu	n o m u	120	107 887 241 868	1401	sado1237
538	Oki	drink	nomu	n o m u	120	107 887 241 868	1401	
539	Kagoshima	drink	noɴ	n o ɴ	120	107 887 751	1401	kyus1238
#
980	Miyako	dry	kaːraʦɨ	k aː r a ts ɨ	217	838 1004 153 997 15 983	1398	miya1259
981	Tōkyō	dry	kawaita	k a w ai t a	218	838 997 462 1037 120 997	1398	toky1238
982	Amami	dry	xoraʨaɴ	x o r a tɕ a ɴ	217	778 887 153 997 200 997 751	1398	naze1238
983	Kyōto	dry	kawaita	k a w ai t a	218	838 997 462 1037 120 997	1398	kyot1238
984	Hachijō	dry	kuatːe	k ua tː e	218	838 930 130 1089	1398	hach1238
985	Shuri	dry	kaːraʦoːru	k aː r a ts oː r u	217	838 1004 153 997 15 880 153 868	1398	shur1243
986	Kōchi	dry	kawaita	k a w ai t a	218	838 997 462 1037 120 997	1398	shik1243
987	Sado	dry	hoseta	h o s e t a	219	405 887 89 1089 120 997	1398	sado1237
988	Oki	dry	ɸita	ɸ i t a	220	226 1076 120 997	1398	
989	Kagoshima	dry	kaeta	k a e t a	218	838 997 1089 120 997	1398	kyus1238
#
1601	Miyako	dull	pizuriːduːɭ	p i z u r iː d uː ɭ	366	291 1076 80 868 153 1068 145 860 708	379	miya1259
1602	Tōkyō	dull	kirenai	k i r e n ai	362	838 1076 153 1089 107 1037	379	toky1238
1603	Amami	dull	kiriraɴ	k i r i r a ɴ	362	838 1076 153 1076 153 997 751	379	naze1238
1604	Kyōto	dull	kireheɴ	k i r e h e ɴ	362	838 1076 153 1089 405 1089 751	379	kyot1238
1605	Hachijō	dull	kireɴnua	k i r e ɴ n ua	362	838 1076 153 1089 751 107 930	379	hach1238
1606	Shuri	dull	tataɴ	t a t a ɴ	365	120 997 120 997 751	379	shur1243
1607	Kōchi	dull	namakura	n a m a k u r a	364	107 997 241 997 838 868 153 997	379	shik1243
1608	Sado	dull	nibui	n i b ui	363	107 1076 257 936	379	sado1237
1609	Oki	dull	kireɴ	k i r e ɴ	362	838 1076 153 1089 751	379	
1610	Kagoshima	dull	kireɴ	k i r e ɴ	362	838 1076 153 1089 751	379	kyus1238
#
1947	Miyako	dust	puki	p u k i	451	291 868 838 1076	2	miya1259
1948	Tōkyō	dust	hokori	h o k o r i	451	405 887 838 887 153 1076	2	toky1238
1949	Amami	dust	huhuɴ	h u h u ɴ	453	405 868 405 868 751	2	naze1238
1950	Kyōto	dust	hokori	h o k o r i	451	405 887 838 887 153 1076	2	kyot1238
1951	Hachijō	dust	hokori	h o k o r i	451	405 887 838 887 153 1076	2	hach1238
1952	Shuri	dust	hukui	h u k ui	451	405 868 838 936	2	shur1243
1953	Kōchi	dust	hokori	h o k o r i	451	405 887 838 887 153 1076	2	shik1243
1954	Sado	dust	hokori	h o k o r i	451	405 887 838 887 153 1076	2	sado1237
1955	Oki	dust	hoke	h o k e	451	405 887 838 1089	2	
1956	Kagoshima	dust	goɴ	ɡ o ɴ	452	831 887 751	2	kyus1238
#
382	Miyako	ear	mim	m i m	95	241 1076 241	1247	miya1259
383	Tōkyō	ear	mimi	m i m i	95	241 1076 241 1076	1247	toky1238
384	Amami	ear	miɴ	m i ɴ	95	241 1076 751	1247	naze1238
385	Kyōto	ear	mimi	m i m i	95	241 1076 241 1076	1247	kyot1238
386	Hachijō	ear	mimi	m i m i	95	241 1076 241 1076	1247	hach1238
387	Shuri	ear	mimi	m i m i	95	241 1076 241 1076	1247	shur1243
388	Kōchi	ear	mimi	m i m i	95	241 1076 241 1076	1247	shik1243
389	Sado	ear	mimi	m i m i	95	241 1076 241 1076	1247	sado1237
390	Oki	ear	mimi	m i m i	95	241 1076 241 1076	1247	
391	Kagoshima	ear	miɴ	m i ɴ	95	241 1076 751	1247	kyus1238
#
780	Miyako	earth	mta	m t a	178	241 120 997	1228	miya1259
781	Tōkyō	earth	ʦuʨi	ts u tɕ i	179	15 868 200 1076	1228	toky1238
782	Amami	earth	miʨa	m i tɕ a	178	241 1076 200 997	1228	naze1238
783	Kyōto	earth	ʦuʨi	ts u tɕ i	179	15 868 200 1076	1228	kyot1238
784	Hachijō	earth	ʨiʨi	tɕ i tɕ i	179	200 1076 200 1076	1228	hach1238
785	Shuri	earth	ɴʦa	ɴ ts a	178	751 15 997	1228	shur1243
786	Kōchi	earth	tuti	t u t i	179	120 868 120 1076	1228	shik1243
787	Sado	earth	ʦuʨi	ts u tɕ i	179	15 868 200 1076	1228	sado1237
788	Oki	earth	ʨiʨi	tɕ i tɕ i	179	200 1076 200 1076	1228	
789	Kagoshima	earth	doro	d o r o	177	145 887 153 887	1228	kyus1238
#
540	Miyako	eat	fau	f au	125	452 1033	1336	miya1259
541	Tōkyō	eat	taberu	t a b e r u	122	120 997 257 1089 153 868	1336	toky1238
542	Amami	eat	xamuri	x a m u r i	124	778 997 241 868 153 1076	1336	naze1238
543	Kyōto	eat	taberu	t a b e r u	122	120 997 257 1089 153 868	1336	kyot1238
544	Hachijō	eat	miaru	m ia r u	121	241 1138 153 868	1336	hach1238
545	Shuri	eat	kanuɴ	k a n u ɴ	124	838 997 107 868 751	1336	shur1243
546	Kōchi	eat	taberu	t a b e r u	122	120 997 257 1089 153 868	1336	shik1243
547	Sado	eat	kuː	k uː	123	838 860	1336	sado1237
548	Oki	eat	kuː	k uː	123	838 860	1336	
549	Kagoshima	eat	kuː	k uː	123	838 860	1336	kyus1238
#
321	Miyako	egg	tunuka	t u n u k a	82	120 868 107 868 838 997	744	miya1259
322	Tōkyō	egg	tamaŋo	t a m a ŋ o	80	120 997 241 997 801 887	744	toky1238
323	Amami	egg	xoga	x o ɡ a	81	778 887 831 997	744	naze1238
324	Kyōto	egg	tamaŋo	t a m a ŋ o	80	120 997 241 997 801 887	744	kyot1238
325	Hachijō	egg	tamago	t a m a ɡ o	80	120 997 241 997 831 887	744	hach1238
326	Shuri	egg	kuːga	k uː ɡ a	81	838 860 831 997	744	shur1243
327	Kōchi	egg	tamago	t a m a ɡ o	80	120 997 241 997 831 887	744	shik1243
328	Sado	egg	tamago	t a m a ɡ o	80	120 997 241 997 831 887	744	sado1237
329	Oki	egg	tamaŋo	t a m a ŋ o	80	120 997 241 997 801 887	744	
330	Kagoshima	egg	tamago	t a m a ɡ o	80	120 997 241 997 831 887	744	kyus1238
#
392	Miyako	eye	miː	m iː	96	241 1068	1248	miya1259
393	Tōkyō	eye	me	m e	96	241 1089	1248	toky1238
394	Amami	eye	mɨː	m ɨː	96	241 976	1248	naze1238
395	Kyōto	eye	meː	m eː	96	241 1091	1248	kyot1238
396	Hachijō	eye	manako	m a n a k o	97	241 997 107 997 838 887	1248	hach1238
397	Shuri	eye	miː	m iː	96	241 1068	1248	shur1243
398	Kōchi	eye	me	m e	96	241 1089	1248	shik1243
399	Sado	eye	me	m e	96	241 1089	1248	sado1237
400	Oki	eye	me	m e	96	241 1089	1248	
401	Kagoshima	eye	me	m e	96	241 1089	1248	kyus1238
#
1809	Miyako	fall	utiɭ	u t i ɭ	420	868 120 1076 708	1280	miya1259
1810	Tōkyō	fall	okːoʨiru	o kː o tɕ i r u	420	887 832 887 200 1076 153 868	1280	toky1238
1811	Amami	fall	ʔuθɨruri	ʔ u θ ɨ r u r i	420	409 868 417 983 153 868 153 1076	1280	naze1238
1812	Kyōto	fall	oʨiru	o tɕ i r u	420	887 200 1076 153 868	1280	kyot1238
1813	Hachijō	fall	oteru	o t e r u	420	887 120 1089 153 868	1280	hach1238
1814	Shuri	fall	ʔutijuɴ	ʔ u t i j u ɴ	420	409 868 120 1076 570 868 751	1280	shur1243
1815	Kōchi	fall	kokeru	k o k e r u	421	838 887 838 1089 153 868	1280	shik1243
1816	Sado	fall	oʨiru	o tɕ i r u	420	887 200 1076 153 868	1280	sado1237
1817	Oki	fall	oʨiru	o tɕ i r u	420	887 200 1076 153 868	1280	
1818	Kagoshima	fall	oʦu	o ts u	420	887 15 868	1280	kyus1238
#
1541	Miyako	far	tuː	t uː	351	120 860	1406	miya1259
1542	Tōkyō	far	toːi	t oː i	351	120 880 1076	1406	toky1238
1543	Amami	far	θuːsari	θ uː s a r i	351	417 860 89 997 153 1076	1406	naze1238
1544	Kyōto	far	toi	t oi	351	120 935	1406	kyot1238
1545	Hachijō	far	toːkʲa	t oː kʲ a	351	120 880 837 997	1406	hach1238
1546	Shuri	far	tuːsaɴ	t uː s a ɴ	351	120 860 89 997 751	1406	shur1243
1547	Kōchi	far	toːi	t oː i	351	120 880 1076	1406	shik1243
1548	Sado	far	toːkui	t oː k ui	351	120 880 838 936	1406	sado1237
1549	Oki	far	toweː	t o w eː	351	120 887 462 1091	1406	
1550	Kagoshima	far	toie	t o j e	351	120 887 570 1089	1406	kyus1238
#
1427	Miyako	father	ɨza	ɨ z a	328	983 80 997	1217	miya1259
1428	Tōkyō	father	otoːsaɴ	o t oː s a ɴ	323	887 120 880 89 997 751	1217	toky1238
1429	Amami	father	ʥu	dʑ u	326	197 868	1217	naze1238
1430	Kyōto	father	otoʨːaɴ	o t o tːɕ a ɴ	323	887 120 887 202 997 751	1217	kyot1238
1431	Hachijō	father	ma	m a	322	241 997	1217	hach1238
1432	Shuri	father	wikiganu	w i k i ɡ a n u	327	462 1076 838 1076 831 997 107 868	1217	shur1243
1433	Kōchi	father	otoːsaɴ	o t oː s a ɴ	323	887 120 880 89 997 751	1217	shik1243
1434	Sado	father	daɴ	d a ɴ	324	145 997 751	1217	sado1237
1435	Oki	father	teʦːaɴ	t e tːs a ɴ	325	120 1089 26 997 751	1217	
1436	Kagoshima	father	otoʦːaɴ	o t o tːs a ɴ	323	887 120 887 26 997 751	1217	kyus1238
#
1888	Miyako	fear	uɣviɭ	u ɣʷ i ɭ	441	868 788 1076 708	1419	miya1259
1889	Tōkyō	fear	kowaŋaru	k o w a ŋ a r u	437	838 887 462 997 801 997 153 868	1419	toky1238
1890	Amami	fear	ʔuθuruɕa	ʔ u θ u r u ɕ a	440	409 868 417 868 153 868 204 997	1419	naze1238
1891	Kyōto	fear	kowaŋaru	k o w a ŋ a r u	437	838 887 462 997 801 997 153 868	1419	kyot1238
1892	Hachijō	fear	okːanagaru	o kː a n a ɡ a r u	436	887 832 997 107 997 831 997 153 868	1419	hach1238
1893	Shuri	fear	ʔuturusa	ʔ u t u r u s a	440	409 868 120 868 153 868 89 997	1419	shur1243
1894	Kōchi	fear	odiru	o d i r u	439	887 145 1076 153 868	1419	shik1243
1895	Sado	fear	osogagaru	o s o ɡ a ɡ a r u	438	887 89 887 831 997 831 997 153 868	1419	sado1237
1896	Oki	fear	osoreru	o s o r e r u	440	887 89 887 153 1089 153 868	1419	
1897	Kagoshima	fear	otorosːesui	o t o r o sː e s ui	440	887 120 887 153 887 72 1089 89 936	1419	kyus1238
#
351	Miyako	feather	pani	p a n i	87	291 997 107 1076	1201	miya1259
352	Tōkyō	feather	hane	h a n e	87	405 997 107 1089	1201	toky1238
353	Amami	feather	haɴge	h a ɴ ɡ e	87	405 997 751 831 1089	1201	naze1238
354	Kyōto	feather	hane	h a n e	87	405 997 107 1089	1201	kyot1238
355	Hachijō	feather	hane	h a n e	87	405 997 107 1089	1201	hach1238
356	Shuri	feather	hanigiː	h a n i ɡ iː	87	405 997 107 1076 831 1068	1201	shur1243
357	Kōchi	feather	hane	h a n e	87	405 997 107 1089	1201	shik1243
358	Sado	feather	hane	h a n e	87	405 997 107 1089	1201	sado1237
359	Oki	feather	hane	h a n e	87	405 997 107 1089	1201	
360	Kagoshima	feather	haine	h ai n e	87	405 1037 107 1089	1201	kyus1238
#
1120	Miyako	few	ipiːtʃa	i p iː t ʃ a	259	1076 291 1068 120 683 997	1242	miya1259
1121	Tōkyō	few	sukunai	s u k u n ai	256	89 868 838 868 107 1037	1242	toky1238
1122	Amami	few	ʔikirasari	ʔ i k i r a s a r i	258	409 1076 838 1076 153 997 89 997 153 1076	1242	naze1238
1123	Kyōto	few	sukenai	s u k e n ai	256	89 868 838 1089 107 1037	1242	kyot1238
1124	Hachijō	few	ʨiːto	tɕ iː t o	255	200 1068 120 887	1242	hach1238
1125	Shuri	few	ʔikirasaɴ	ʔ i k i r a s a ɴ	258	409 1076 838 1076 153 997 89 997 751	1242	shur1243
1126	Kōchi	few	bitːo	b i tː o	257	257 1076 130 887	1242	shik1243
1127	Sado	few	sukunai	s u k u n ai	256	89 868 838 868 107 1037	1242	sado1237
1128	Oki	few	ʨiːto	tɕ iː t o	255	200 1068 120 887	1242	
1129	Kagoshima	few	sunːe	s u nː e	256	89 868 106 1089	1242	kyus1238
#
810	Miyako	fire	umaʦɨ	u m a ts ɨ	184	868 241 997 15 983	221	miya1259
811	Tōkyō	fire	hi	h i	183	405 1076	221	toky1238
812	Amami	fire	uaʦɨ	ua ts ɨ	184	930 15 983	221	naze1238
813	Kyōto	fire	hiː	h iː	183	405 1068	221	kyot1238
814	Hachijō	fire	hi	h i	183	405 1076	221	hach1238
815	Shuri	fire	hwiː	h w iː	183	405 462 1068	221	shur1243
816	Kōchi	fire	hi	h i	183	405 1076	221	shik1243
817	Sado	fire	hi	h i	183	405 1076	221	sado1237
818	Oki	fire	ɸi	ɸ i	183	226 1076	221	
819	Kagoshima	fire	hi	h i	183	405 1076	221	kyus1238
#
181	Miyako	fish	izo	i z o	59	1076 80 887	227	miya1259
182	Tōkyō	fish	sakana	s a k a n a	58	89 997 838 997 107 997	227	toky1238
183	Amami	fish	ʔʲu	ʔj u	59	577 868	227	naze1238
184	Kyōto	fish	sakana	s a k a n a	58	89 997 838 997 107 997	227	kyot1238
185	Hachijō	fish	sakana	s a k a n a	58	89 997 838 997 107 997	227	hach1238
186	Shuri	fish	ʔiju	ʔ i j u	59	409 1076 570 868	227	shur1243
187	Kōchi	fish	uo	uo	59	871	227	shik1243
188	Sado	fish	uo	uo	59	871	227	sado1237
189	Oki	fish	eo	e o	59	1089 887	227	
190	Kagoshima	fish	iːo	iː o	59	1068 887	227	kyus1238
#
1110	Miyako	five	iʦɨʦɨ	i ts ɨ ts ɨ	254	1076 15 983 15 983	493	miya1259
1111	Tōkyō	five	iʦuʦu	i ts u ts u	254	1076 15 868 15 868	493	toky1238
1112	Amami	five	ʔiʦɨʦɨ	ʔ i ts ɨ ts ɨ	254	409 1076 15 983 15 983	493	naze1238
1113	Kyōto	five	iʦuʦu	i ts u ts u	254	1076 15 868 15 868	493	kyot1238
1114	Hachijō	five	iʦuʦu	i ts u ts u	254	1076 15 868 15 868	493	hach1238
1115	Shuri	five	ʔiɕiɕi	ʔ i ɕ i ɕ i	254	409 1076 204 1076 204 1076	493	shur1243
1116	Kōchi	five	itutu	i t u t u	254	1076 120 868 120 868	493	shik1243
1117	Sado	five	iʦuʦu	i ts u ts u	254	1076 15 868 15 868	493	sado1237
1118	Oki	five	eʦuʦu	e ts u ts u	254	1089 15 868 15 868	493	
1119	Kagoshima	five	iʦu	i ts u	254	1076 15 868	493	kyus1238
#
1170	Miyako	flow	nagariɭ	n a ɡ a r i ɭ	267	107 997 831 997 153 1076 708	2003	miya1259
1171	Tōkyō	flow	naŋareru	n a ŋ a r e r u	267	107 997 801 997 153 1089 153 868	2003	toky1238
1172	Amami	flow	nagareruri	n a ɡ a r e r u r i	267	107 997 831 997 153 1089 153 868 153 1076	2003	naze1238
1173	Kyōto	flow	naŋareru	n a ŋ a r e r u	267	107 997 801 997 153 1089 153 868	2003	kyot1238
1174	Hachijō	flow	nagareru	n a ɡ a r e r u	267	107 997 831 997 153 1089 153 868	2003	hach1238
1175	Shuri	flow	nagarijuɴ	n a ɡ a r i j u ɴ	267	107 997 831 997 153 1076 570 868 751	2003	shur1243
1176	Kōchi	flow	nagareru	n a ɡ a r e r u	267	107 997 831 997 153 1089 153 868	2003	shik1243
1177	Sado	flow	nagareru	n a ɡ a r e r u	267	107 997 831 997 153 1089 153 868	2003	sado1237
1178	Oki	flow	nagareru	n a ɡ a r e r u	267	107 997 831 997 153 1089 153 868	2003	
1179	Kagoshima	flow	nagaru	n a ɡ a r u	267	107 997 831 997 153 868	2003	kyus1238
#
1357	Miyako	flower	pana	p a n a	308	291 997 107 997	239	miya1259
1358	Tōkyō	flower	hana	h a n a	308	405 997 107 997	239	toky1238
1359	Amami	flower	hana	h a n a	308	405 997 107 997	239	naze1238
1360	Kyōto	flower	hana	h a n a	308	405 997 107 997	239	kyot1238
1361	Hachijō	flower	hana	h a n a	308	405 997 107 997	239	hach1238
1362	Shuri	flower	hana	h a n a	308	405 997 107 997	239	shur1243
1363	Kōchi	flower	hana	h a n a	308	405 997 107 997	239	shik1243
1364	Sado	flower	hana	h a n a	308	405 997 107 997	239	sado1237
1365	Oki	flower	hana	h a n a	308	405 997 107 997	239	
1366	Kagoshima	flower	hana	h a n a	308	405 997 107 997	239	kyus1238
#
630	Miyako	fly	mau	m au	144	241 1033	1441	miya1259
631	Tōkyō	fly	tobu	t o b u	142	120 887 257 868	1441	toky1238
632	Amami	fly	θuburi	θ u b u r i	142	417 868 257 868 153 1076	1441	naze1238
633	Kyōto	fly	tobu	t o b u	142	120 887 257 868	1441	kyot1238
634	Hachijō	fly	maku	m a k u	141	241 997 838 868	1441	hach1238
635	Shuri	fly	tubuɴ	t u b u ɴ	142	120 868 257 868 751	1441	shur1243
636	Kōchi	fly	tobu	t o b u	142	120 887 257 868	1441	shik1243
637	Sado	fly	tatːoru	t a tː o r u	143	120 997 130 887 153 868	1441	sado1237
638	Oki	fly	tobu	t o b u	142	120 887 257 868	1441	
639	Kagoshima	fly	toi	t oi	142	120 935	1441	kyus1238
#
1150	Miyako	fog	ʦɨː	ts ɨː	264	15 976	249	miya1259
1151	Tōkyō	fog	kiri	k i r i	264	838 1076 153 1076	249	toky1238
1152	Amami	fog	kiri	k i r i	264	838 1076 153 1076	249	naze1238
1153	Kyōto	fog	kiri	k i r i	264	838 1076 153 1076	249	kyot1238
1154	Hachijō	fog	kiri	k i r i	264	838 1076 153 1076	249	hach1238
1155	Shuri	fog	ʨiri	tɕ i r i	264	200 1076 153 1076	249	shur1243
1156	Kōchi	fog	kiri	k i r i	264	838 1076 153 1076	249	shik1243
1157	Sado	fog	moja	m o j a	265	241 887 570 997	249	sado1237
1158	Oki	fog	moja	m o j a	265	241 887 570 997	249	
1159	Kagoshima	fog	kiːi	k iː i	264	838 1068 1076	249	kyus1238
#
452	Miyako	foot	pɨsa	p ɨ s a	106	291 983 89 997	1301	miya1259
453	Tōkyō	foot	asi	a s i	104	997 89 1076	1301	toky1238
454	Amami	foot	hagi	h a ɡ i	105	405 997 831 1076	1301	naze1238
455	Kyōto	foot	asi	a s i	104	997 89 1076	1301	kyot1238
456	Hachijō	foot	asi	a s i	104	997 89 1076	1301	hach1238
457	Shuri	foot	hwiɕa	h w i ɕ a	106	405 462 1076 204 997	1301	shur1243
458	Kōchi	foot	asi	a s i	104	997 89 1076	1301	shik1243
459	Sado	foot	asi	a s i	104	997 89 1076	1301	sado1237
460	Oki	foot	asi	a s i	104	997 89 1076	1301	
461	Kagoshima	foot	aɕ	a ɕ	104	997 204	1301	kyus1238
#
1100	Miyako	four	juːʦɨ	j uː ts ɨ	253	570 860 15 983	1500	miya1259
1101	Tōkyō	four	joʦːu	j o tːs u	253	570 887 26 868	1500	toky1238
1102	Amami	four	juːʦɨ	j uː ts ɨ	253	570 860 15 983	1500	naze1238
1103	Kyōto	four	joʦːu	j o tːs u	253	570 887 26 868	1500	kyot1238
1104	Hachijō	four	joʦːu	j o tːs u	253	570 887 26 868	1500	hach1238
1105	Shuri	four	juːɕi	j uː ɕ i	253	570 860 204 1076	1500	shur1243
1106	Kōchi	four	jotːu	j o tː u	253	570 887 130 868	1500	shik1243
1107	Sado	four	joʦːu	j o tːs u	253	570 887 26 868	1500	sado1237
1108	Oki	four	joʦːu	j o tːs u	253	570 887 26 868	1500	
1109	Kagoshima	four	joi	j oi	253	570 935	1500	kyus1238
#
1484	Tōkyō	freeze	koːru	k oː r u	343	838 880 153 868	1431	toky1238
1485	Kyōto	freeze	koːru	k oː r u	343	838 880 153 868	1431	kyot1238
1486	Hachijō	freeze	koːru	k oː r u	343	838 880 153 868	1431	hach1238
1487	Kōchi	freeze	koːru	k oː r u	343	838 880 153 868	1431	shik1243
1488	Sado	freeze	koːru	k oː r u	343	838 880 153 868	1431	sado1237
1489	Oki	freeze	koːru	k oː r u	343	838 880 153 868	1431	
1490	Kagoshima	freeze	koː	k oː	343	838 880	1431	kyus1238
#
1347	Miyako	fruit	naɭ	n a ɭ	306	107 997 708	1507	miya1259
1348	Tōkyō	fruit	mi	m i	307	241 1076	1507	toky1238
1349	Amami	fruit	nari	n a r i	306	107 997 153 1076	1507	naze1238
1350	Kyōto	fruit	miː	m iː	307	241 1068	1507	kyot1238
1351	Hachijō	fruit	mi	m i	307	241 1076	1507	hach1238
1352	Shuri	fruit	nai	n ai	306	107 1037	1507	shur1243
1353	Kōchi	fruit	mi	m i	307	241 1076	1507	shik1243
1354	Sado	fruit	mi	m i	307	241 1076	1507	sado1237
1355	Oki	fruit	mi	m i	307	241 1076	1507	
1356	Kagoshima	fruit	miː	m iː	307	241 1068	1507	kyus1238
#
940	Miyako	full	mti	m t i	206	241 120 1076	1429	miya1259
941	Tōkyō	full	ipːai	i pː ai	204	1076 262 1037	1429	toky1238
942	Amami	full	zoɴbai	z o ɴ b ai	205	80 887 751 257 1037	1429	naze1238
943	Kyōto	full	ipːai	i pː ai	204	1076 262 1037	1429	kyot1238
944	Hachijō	full	ipːia	i pː ia	204	1076 262 1138	1429	hach1238
945	Shuri	full	miː	m iː	206	241 1068	1429	shur1243
946	Kōchi	full	ipːai	i pː ai	204	1076 262 1037	1429	shik1243
947	Sado	full	ipːai	i pː ai	204	1076 262 1037	1429	sado1237
948	Oki	full	epːeː	e pː eː	204	1089 262 1091	1429	
949	Kagoshima	full	pːe	pː e	204	262 1089	1429	kyus1238
#
1299	Tōkyō	fur	keŋawa	k e ŋ a w a	298	838 1089 801 997 462 997	580	toky1238
1300	Amami	fur	xɨɴxo	x ɨ ɴ x o	298	778 983 751 778 887	580	naze1238
1301	Kyōto	fur	keŋawa	k e ŋ a w a	298	838 1089 801 997 462 997	580	kyot1238
1302	Hachijō	fur	kegua	k e ɡ ua	298	838 1089 831 930	580	hach1238
1303	Shuri	fur	kaː	k aː	299	838 1004	580	shur1243
1304	Kōchi	fur	kegawa	k e ɡ a w a	298	838 1089 831 997 462 997	580	shik1243
1305	Sado	fur	kegawa	k e ɡ a w a	298	838 1089 831 997 462 997	580	sado1237
1306	Oki	fur	keŋawa	k e ŋ a w a	298	838 1089 801 997 462 997	580	
1307	Kagoshima	fur	kegaiwa	k e ɡ ai w a	298	838 1089 831 1037 462 997	580	kyus1238
#
690	Miyako	give	fiːɭ	f iː ɭ	160	452 1068 708	1447	miya1259
691	Tōkyō	give	aŋeru	a ŋ e r u	158	997 801 1089 153 868	1447	toky1238
692	Amami	give	kurɨruri	k u r ɨ r u r i	160	838 868 153 983 153 868 153 1076	1447	naze1238
693	Kyōto	give	aŋeru	a ŋ e r u	158	997 801 1089 153 868	1447	kyot1238
694	Hachijō	give	muaseru	m ua s e r u	157	241 930 89 1089 153 868	1447	hach1238
695	Shuri	give	kwiːjuɴ	k w iː j u ɴ	160	838 462 1068 570 868 751	1447	shur1243
696	Kōchi	give	jaru	j a r u	159	570 997 153 868	1447	shik1243
697	Sado	give	jaru	j a r u	159	570 997 153 868	1447	sado1237
698	Oki	give	jaru	j a r u	159	570 997 153 868	1447	
699	Kagoshima	give	kuiru	k ui r u	160	838 936 153 868	1447	kyus1238
#
960	Miyako	good	ʣautuː	dz au t uː	214	20 1033 120 860	1035	miya1259
961	Tōkyō	good	iː	iː	211	1068	1035	toky1238
962	Amami	good	iʨːari	i tːɕ a r i	212	1076 202 997 153 1076	1035	naze1238
963	Kyōto	good	eː	eː	211	1091	1035	kyot1238
964	Hachijō	good	jokːja	j o kː j a	215	570 887 832 570 997	1035	hach1238
965	Shuri	good	jutaɕaɴ	j u t a ɕ a ɴ	213	570 868 120 997 204 997 751	1035	shur1243
966	Kōchi	good	eː	eː	211	1091	1035	shik1243
967	Sado	good	eː	eː	211	1091	1035	sado1237
968	Oki	good	eː	eː	211	1091	1035	
969	Kagoshima	good	joka	j o k a	215	570 887 838 997	1035	kyus1238
#
1367	Miyako	grass	fusa	f u s a	309	452 868 89 997	606	miya1259
1368	Tōkyō	grass	kusa	k u s a	309	838 868 89 997	606	toky1238
1369	Amami	grass	kusa	k u s a	309	838 868 89 997	606	naze1238
1370	Kyōto	grass	kusa	k u s a	309	838 868 89 997	606	kyot1238
1371	Hachijō	grass	kusa	k u s a	309	838 868 89 997	606	hach1238
1372	Shuri	grass	kusa	k u s a	309	838 868 89 997	606	shur1243
1373	Kōchi	grass	kusa	k u s a	309	838 868 89 997	606	shik1243
1374	Sado	grass	kusa	k u s a	309	838 868 89 997	606	sado1237
1375	Oki	grass	kusa	k u s a	309	838 868 89 997	606	
1376	Kagoshima	grass	kusa	k u s a	309	838 868 89 997	606	kyus1238
#
311	Miyako	grease (fat)	aɣva	a ɣʷ a	78	997 788 997	323	miya1259
312	Tōkyō	grease (fat)	aburami	a b u r a m i	78	997 257 868 153 997 241 1076	323	toky1238
313	Amami	grease (fat)	sirumi	s i r u m i	79	89 1076 153 868 241 1076	323	naze1238
314	Kyōto	grease (fat)	abura	a b u r a	78	997 257 868 153 997	323	kyot1238
315	Hachijō	grease (fat)	aburaniku	a b u r a n i k u	78	997 257 868 153 997 107 1076 838 868	323	hach1238
316	Shuri	grease (fat)	ʔaɴdaʥisi	ʔ a ɴ d a dʑ i s i	77	409 997 751 145 997 197 1076 89 1076	323	shur1243
317	Kōchi	grease (fat)	abura	a b u r a	78	997 257 868 153 997	323	shik1243
318	Sado	grease (fat)	aburaniku	a b u r a n i k u	78	997 257 868 153 997 107 1076 838 868	323	sado1237
319	Oki	grease (fat)	abura	a b u r a	78	997 257 868 153 997	323	
320	Kagoshima	grease (fat)	aburami	a b u r a m i	78	997 257 868 153 997 241 1076	323	kyus1238
#
870	Miyako	green	au	au	192	1033	1425	miya1259
871	Tōkyō	green	a.oi	a oi	192	997 935	1425	toky1238
872	Amami	green	ʔoːsari	ʔ oː s a r i	191	409 880 89 997 153 1076	1425	naze1238
873	Kyōto	green	a.oi	a oi	192	997 935	1425	kyot1238
874	Hachijō	green	a.okʲa	a o kʲ a	192	997 887 837 997	1425	hach1238
875	Shuri	green	ʔoːsaɴ	ʔ oː s a ɴ	191	409 880 89 997 751	1425	shur1243
876	Kōchi	green	a.oi	a oi	192	997 935	1425	shik1243
877	Sado	green	a.oi	a oi	192	997 935	1425	sado1237
878	Oki	green	aweː	a w eː	192	997 462 1091	1425	
879	Kagoshima	green	a.o	a o	192	997 887	1425	kyus1238
#
1318	Tōkyō	guts	harawata	h a r a w a t a	303	405 997 153 997 462 997 120 997	1334	toky1238
1319	Amami	guts	waθa	w a θ a	303	462 997 417 997	1334	naze1238
1320	Kyōto	guts	harawata	h a r a w a t a	303	405 997 153 997 462 997 120 997	1334	kyot1238
1321	Hachijō	guts	haruta	h a r u t a	303	405 997 153 868 120 997	1334	hach1238
1322	Shuri	guts	watamiːmuɴ	w a t a m iː m u ɴ	302	462 997 120 997 241 1068 241 868 751	1334	shur1243
1323	Kōchi	guts	harawata	h a r a w a t a	303	405 997 153 997 462 997 120 997	1334	shik1243
