ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA	CONCEPTICON_ID	GLOTTOLOG
279	Vakh Khanty	come	jœ	j œ	36	570 1059	1446	khan1273
280	Vasjugan Khanty	come	jœ	j œ	36	570 1059	1446	khan1273
281	Likrisovskoje Khanty	come	jœ	j œ	36	570 1059	1446	khan1273
282	Malyj Jugan Khanty	come	jœ	j œ	36	570 1059	1446	khan1273
283	Tremjugan Khanty	come	jœ	j œ	36	570 1059	1446	mans1258
284	Jugan Khanty	come	jœ	j œ	36	570 1059	1446	khan1273
285	Upper Demjanka Khanty	come	je	j e	36	570 1089	1446	khan1273
286	Konda Khanty	come	je	j e	36	570 1089	1446	khan1273
287	Sherkaly Khanty	come	ji	j i	36	570 1076	1446	khan1273
288	Kazym Khanty	come	ji	j i	36	570 1076	1446	khan1273
289	Synja Khanty	come	ji	j i	36	570 1076	1446	khan1273
290	Obdorsk Khanty	come	jiː	j iː	36	570 1068	1446	khan1273
#
291	North Mansi	die	χɔːli	χ ɔː l i	37	748 914 554 1076	1494	mans1258
292	Middle Lozva Mansi	die	qɔli	q ɔ l i	37	757 916 554 1076	1494	mans1258
293	Lower Lozva Mansi	die	qɔːli	q ɔː l i	37	757 914 554 1076	1494	
294	Pelymka Mansi	die	qoːli	q oː l i	37	757 880 554 1076	1494	mans1258
295	Konda Mansi	die	qoːli	q oː l i	37	757 880 554 1076	1494	khan1273
296	Tavda Mansi	die	qɔlɔnt	q ɔ l ɔ n t	37	757 916 554 916 107 120	1494	mans1258
297	Vakh Khanty	die	suːr	s uː r	38	89 860 153	1494	khan1273
298	Verkhne-Kalymsk Khanty	die	suːr	s uː r	38	89 860 153	1494	khan1273
299	Vasjugan Khanty	die	teːwərsæːɣjentæː	t eː w ə r s æː ɣ j e n t æː	39	120 1091 462 1022 153 89 1088 780 570 1089 107 120 1088	1494	khan1273
300	Vartovskoje Khanty	die	suːr	s uː r	38	89 860 153	1494	khan1273
301	Likrisovskoje Khanty	die	suːr	s uː r	38	89 860 153	1494	khan1273
302	Malyj Jugan Khanty	die	suːræːɬ	s uː r æː ɬ	38	89 860 153 1088 540	1494	khan1273
303	Tremjugan Khanty	die	suːræːɬ	s uː r æː ɬ	38	89 860 153 1088 540	1494	mans1258
304	Jugan Khanty	die	suːraːɬ	s uː r aː ɬ	38	89 860 153 1004 540	1494	khan1273
305	Upper Demjanka Khanty	die	suːraːt	s uː r aː t	38	89 860 153 1004 120	1494	khan1273
306	Konda Khanty	die	joːχaːt	j oː χ aː t	40	570 880 748 1004 120	1494	khan1273
307	Nizjam Khanty	die	toχaːt	t o χ aː t	41	120 887 748 1004 120	1494	khan1273
308	Kazym Khanty	die	pɔːsaːɬə	p ɔː s aː ɬ ə	-42	291 914 89 1004 540 1022	1494	khan1273
309	Synja Khanty	die	posaːlə	p o s aː l ə	-42	291 887 89 1004 554 1022	1494	khan1273
310	Obdorsk Khanty	die	paːsæːlə	p aː s æː l ə	-42	291 1004 89 1088 554 1022	1494	khan1273
#
311	North Mansi	dog	aːmp	aː m p	43	1004 241 291	2009	mans1258
312	Middle Lozva Mansi	dog	oɔmp	o m p	43	887 241 291	2009	mans1258
313	Lower Lozva Mansi	dog	ɔːmp	ɔː m p	43	914 241 291	2009	
314	Pelymka Mansi	dog	oɔmp	o m p	43	887 241 291	2009	mans1258
315	Konda Mansi	dog	oɔmp	o m p	43	887 241 291	2009	khan1273
316	Tavda Mansi	dog	æːmp	æː m p	43	1088 241 291	2009	mans1258
317	Vakh Khanty	dog	æːmp	æː m p	43	1088 241 291	2009	khan1273
318	Vasjugan Khanty	dog	æːmp	æː m p	43	1088 241 291	2009	khan1273
319	Likrisovskoje Khanty	dog	æːmp	æː m p	43	1088 241 291	2009	khan1273
320	Malyj Jugan Khanty	dog	æːmp	æː m p	43	1088 241 291	2009	khan1273
321	Tremjugan Khanty	dog	æːmp	æː m p	43	1088 241 291	2009	mans1258
322	Jugan Khanty	dog	æːmp	æː m p	43	1088 241 291	2009	khan1273
323	Upper Demjanka Khanty	dog	æːmp	æː m p	43	1088 241 291	2009	khan1273
324	Konda Khanty	dog	æːmp	æː m p	43	1088 241 291	2009	khan1273
325	Nizjam Khanty	dog	aːmp	aː m p	43	1004 241 291	2009	khan1273
326	Kazym Khanty	dog	aːmp	aː m p	43	1004 241 291	2009	khan1273
327	Synja Khanty	dog	aːp	aː p	43	1004 291	2009	khan1273
328	Obdorsk Khanty	dog	æːmp	æː m p	43	1088 241 291	2009	khan1273
#
329	North Mansi	drink	aji	a j i	44	997 570 1076	1401	mans1258
330	Middle Lozva Mansi	drink	æji	æ j i	44	1087 570 1076	1401	mans1258
331	Lower Lozva Mansi	drink	æji	æ j i	44	1087 570 1076	1401	
332	Pelymka Mansi	drink	æji	æ j i	44	1087 570 1076	1401	mans1258
333	Konda Mansi	drink	æji	æ j i	44	1087 570 1076	1401	khan1273
334	Tavda Mansi	drink	æjænt	æ j æ n t	44	1087 570 1087 107 120	1401	mans1258
335	Vakh Khanty	drink	liː	l iː	45	554 1068	1401	khan1273
336	Verkhne-Kalymsk Khanty	drink	jiː	j iː	45	570 1068	1401	khan1273
337	Vasjugan Khanty	drink	iː	iː	45	1068	1401	khan1273
338	Vartovskoje Khanty	drink	ɬiː	ɬ iː	45	540 1068	1401	khan1273
339	Likrisovskoje Khanty	drink	θiː	θ iː	45	417 1068	1401	khan1273
340	Malyj Jugan Khanty	drink	ɬiː	ɬ iː	45	540 1068	1401	khan1273
341	Tremjugan Khanty	drink	jeːɲtj	j eː ɲ t j	46	570 1091 595 120 570	1401	mans1258
342	Upper Demjanka Khanty	drink	jæːɲtj	j æː ɲ t j	46	570 1088 595 120 570	1401	khan1273
343	Konda Khanty	drink	jæːɲtj	j æː ɲ t j	46	570 1088 595 120 570	1401	khan1273
344	Nizjam Khanty	drink	jaːɲsj	j aː ɲ s j	46	570 1004 595 89 570	1401	khan1273
345	Sherkaly Khanty	drink	jaːɲsj	j aː ɲ s j	46	570 1004 595 89 570	1401	khan1273
346	Kazym Khanty	drink	jaːɲsj	j aː ɲ s j	46	570 1004 595 89 570	1401	khan1273
347	Synja Khanty	drink	jiɲsj	j i ɲ s j	46	570 1076 595 89 570	1401	khan1273
348	Obdorsk Khanty	drink	jeːɲsj	j eː ɲ s j	46	570 1091 595 89 570	1401	khan1273
#
349	North Mansi	dry	tɔːsəm	t ɔː s ə m	47	120 914 89 1022 241	1398	mans1258
350	Middle Lozva Mansi	dry	toːʃəm	t oː ʃ ə m	47	120 880 683 1022 241	1398	mans1258
351	Lower Lozva Mansi	dry	toːʃəm	t oː ʃ ə m	47	120 880 683 1022 241	1398	
352	Pelymka Mansi	dry	toːʃəm	t oː ʃ ə m	47	120 880 683 1022 241	1398	mans1258
353	Konda Mansi	dry	toːsəm	t oː s ə m	47	120 880 89 1022 241	1398	khan1273
354	Tavda Mansi	dry	tɔʃɔm	t ɔ ʃ ɔ m	47	120 916 683 916 241	1398	mans1258
355	Vakh Khanty	dry	pæːntəm	p æː n t ə m	48	291 1088 107 120 1022 241	1398	khan1273
356	Vasjugan Khanty	dry	pæːntəm	p æː n t ə m	48	291 1088 107 120 1022 241	1398	khan1273
357	Tremjugan Khanty	dry	sɔːrəm	s ɔː r ə m	49	89 914 153 1022 241	1398	mans1258
358	Jugan Khanty	dry	sɔːrəm	s ɔː r ə m	49	89 914 153 1022 241	1398	khan1273
359	Upper Demjanka Khanty	dry	soːrəm	s oː r ə m	49	89 880 153 1022 241	1398	khan1273
360	Konda Khanty	dry	soːrəm	s oː r ə m	49	89 880 153 1022 241	1398	khan1273
361	Nizjam Khanty	dry	sɔːrəm	s ɔː r ə m	49	89 914 153 1022 241	1398	khan1273
362	Sherkaly Khanty	dry	sɔːrəm	s ɔː r ə m	49	89 914 153 1022 241	1398	khan1273
363	Kazym Khanty	dry	sɔːrəm	s ɔː r ə m	49	89 914 153 1022 241	1398	khan1273
364	Synja Khanty	dry	sɔːrəm	s ɔː r ə m	49	89 914 153 1022 241	1398	khan1273
365	Obdorsk Khanty	dry	saːrəm	s aː r ə m	49	89 1004 153 1022 241	1398	khan1273
#
366	North Mansi	ear	paʎ	p a ʎ	50	291 997 588	1247	mans1258
367	Middle Lozva Mansi	ear	pæʎ	p æ ʎ	50	291 1087 588	1247	mans1258
368	Lower Lozva Mansi	ear	pæʎ	p æ ʎ	50	291 1087 588	1247	
369	Pelymka Mansi	ear	pæʎ	p æ ʎ	50	291 1087 588	1247	mans1258
370	Konda Mansi	ear	pæʎ	p æ ʎ	50	291 1087 588	1247	khan1273
371	Tavda Mansi	ear	piʎ	p i ʎ	50	291 1076 588	1247	mans1258
372	Vakh Khanty	ear	pel	p e l	50	291 1089 554	1247	khan1273
373	Verkhne-Kalymsk Khanty	ear	pel	p e l	50	291 1089 554	1247	khan1273
374	Vasjugan Khanty	ear	pel	p e l	50	291 1089 554	1247	khan1273
375	Vartovskoje Khanty	ear	peɬ	p e ɬ	50	291 1089 540	1247	khan1273
376	Likrisovskoje Khanty	ear	peθ	p e θ	50	291 1089 417	1247	khan1273
377	Malyj Jugan Khanty	ear	peɬ	p e ɬ	50	291 1089 540	1247	khan1273
378	Tremjugan Khanty	ear	peɬ	p e ɬ	50	291 1089 540	1247	mans1258
379	Jugan Khanty	ear	peɬ	p e ɬ	50	291 1089 540	1247	khan1273
380	Upper Demjanka Khanty	ear	pet	p e t	50	291 1089 120	1247	khan1273
381	Konda Khanty	ear	pet	p e t	50	291 1089 120	1247	khan1273
382	Nizjam Khanty	ear	pat	p a t	50	291 997 120	1247	khan1273
383	Sherkaly Khanty	ear	pat	p a t	50	291 997 120	1247	khan1273
384	Kazym Khanty	ear	paɬ	p a ɬ	50	291 997 540	1247	khan1273
385	Obdorsk Khanty	ear	pæl	p æ l	50	291 1087 554	1247	khan1273
#
386	North Mansi	earth	maː	m aː	51	241 1004	1228	mans1258
387	Middle Lozva Mansi	earth	məː	m əː	51	241 845	1228	mans1258
388	Lower Lozva Mansi	earth	məː	m əː	51	241 845	1228	
389	Pelymka Mansi	earth	məː	m əː	51	241 845	1228	mans1258
390	Konda Mansi	earth	məː	m əː	51	241 845	1228	khan1273
391	Tavda Mansi	earth	maː	m aː	51	241 1004	1228	mans1258
392	Vakh Khanty	earth	meɣ	m e ɣ	51	241 1089 780	1228	khan1273
393	Verkhne-Kalymsk Khanty	earth	meɣ	m e ɣ	51	241 1089 780	1228	khan1273
394	Vasjugan Khanty	earth	meɣ	m e ɣ	51	241 1089 780	1228	khan1273
395	Tremjugan Khanty	earth	meɣ	m e ɣ	51	241 1089 780	1228	mans1258
396	Jugan Khanty	earth	meɣ	m e ɣ	51	241 1089 780	1228	khan1273
397	Upper Demjanka Khanty	earth	meɣ	m e ɣ	51	241 1089 780	1228	khan1273
398	Konda Khanty	earth	meɣ	m e ɣ	51	241 1089 780	1228	khan1273
399	Nizjam Khanty	earth	miɣ	m i ɣ	51	241 1076 780	1228	khan1273
400	Sherkaly Khanty	earth	miɣ	m i ɣ	51	241 1076 780	1228	khan1273
401	Kazym Khanty	earth	muw	m u w	51	241 868 462	1228	khan1273
402	Synja Khanty	earth	muw	m u w	51	241 868 462	1228	khan1273
403	Obdorsk Khanty	earth	muːw	m uː w	51	241 860 462	1228	khan1273
#
404	North Mansi	eat	teːɨɣ	t eː ɨ ɣ	52	120 1091 983 780	1336	mans1258
405	Middle Lozva Mansi	eat	tij	t i j	52	120 1076 570	1336	mans1258
406	Lower Lozva Mansi	eat	ti	t i	52	120 1076	1336	
407	Pelymka Mansi	eat	teːi	t eː i	52	120 1091 1076	1336	mans1258
408	Konda Mansi	eat	təɨɣ	t əi ɣ	52	120 1042 780	1336	khan1273
409	Tavda Mansi	eat	tæjænt	t æ j æ n t	52	120 1087 570 1087 107 120	1336	mans1258
410	Vakh Khanty	eat	liː	l iː	52	554 1068	1336	khan1273
411	Verkhne-Kalymsk Khanty	eat	jiː	j iː	52	570 1068	1336	khan1273
412	Vasjugan Khanty	eat	iː	iː	52	1068	1336	khan1273
413	Vartovskoje Khanty	eat	ɬiː	ɬ iː	52	540 1068	1336	khan1273
414	Likrisovskoje Khanty	eat	θiː	θ iː	52	417 1068	1336	khan1273
415	Malyj Jugan Khanty	eat	ɬiː	ɬ iː	52	540 1068	1336	khan1273
416	Tremjugan Khanty	eat	ɬiː	ɬ iː	52	540 1068	1336	mans1258
417	Jugan Khanty	eat	ɬiː	ɬ iː	52	540 1068	1336	khan1273
418	Upper Demjanka Khanty	eat	teː	t eː	52	120 1091	1336	khan1273
419	Konda Khanty	eat	teː	t eː	52	120 1091	1336	khan1273
420	Nizjam Khanty	eat	teː	t eː	52	120 1091	1336	khan1273
421	Sherkaly Khanty	eat	teː	t eː	52	120 1091	1336	khan1273
422	Kazym Khanty	eat	ɬɛː	ɬ ɛː	52	540 1117	1336	khan1273
423	Synja Khanty	eat	leː	l eː	52	554 1091	1336	khan1273
424	Obdorsk Khanty	eat	liː	l iː	52	554 1068	1336	khan1273
#
425	North Mansi	egg	muŋi	m u ŋ i	54	241 868 801 1076	744	mans1258
426	Middle Lozva Mansi	egg	ɲæmrəχ	ɲ æ m r ə χ	-53	595 1087 241 153 1022 748	744	mans1258
427	Lower Lozva Mansi	egg	ɲamrəχ	ɲ a m r ə χ	-53	595 997 241 153 1022 748	744	
428	Pelymka Mansi	egg	ɲɔmərtkə	ɲ ɔ m ə r t k ə	-53	595 916 241 1022 153 120 838 1022	744	mans1258
429	Konda Mansi	egg	moŋ	m o ŋ	54	241 887 801	744	khan1273
430	Tavda Mansi	egg	ɲamərtk	ɲ a m ə r t k	-53	595 997 241 1022 153 120 838	744	mans1258
431	Vakh Khanty	egg	mɔːk	m ɔː k	55	241 914 838	744	khan1273
432	Verkhne-Kalymsk Khanty	egg	moːk	m oː k	55	241 880 838	744	khan1273
433	Vartovskoje Khanty	egg	moːk	m oː k	55	241 880 838	744	khan1273
434	Likrisovskoje Khanty	egg	maːkʷ	m aː kʷ	55	241 1004 834	744	khan1273
435	Malyj Jugan Khanty	egg	moːk	m oː k	55	241 880 838	744	khan1273
436	Tremjugan Khanty	egg	moːk	m oː k	55	241 880 838	744	mans1258
437	Jugan Khanty	egg	moːk	m oː k	55	241 880 838	744	khan1273
438	Upper Demjanka Khanty	egg	kæːrəmoːχ	k æː r ə m oː χ	55	838 1088 153 1022 241 880 748	744	khan1273
439	Konda Khanty	egg	kærəmoːχ	k æ r ə m oː χ	55	838 1087 153 1022 241 880 748	744	khan1273
440	Nizjam Khanty	egg	poʃəχ	p o ʃ ə χ	56	291 887 683 1022 748	744	khan1273
441	Sherkaly Khanty	egg	poʃəχ	p o ʃ ə χ	56	291 887 683 1022 748	744	khan1273
442	Kazym Khanty	egg	poʃəχ	p o ʃ ə χ	56	291 887 683 1022 748	744	khan1273
443	Obdorsk Khanty	egg	pasəχ	p a s ə χ	56	291 997 89 1022 748	744	khan1273
#
444	North Mansi	eye	sam	s a m	57	89 997 241	1248	mans1258
445	Middle Lozva Mansi	eye	ʃæm	ʃ æ m	57	683 1087 241	1248	mans1258
446	Lower Lozva Mansi	eye	ʃæm	ʃ æ m	57	683 1087 241	1248	
447	Pelymka Mansi	eye	ʃæm	ʃ æ m	57	683 1087 241	1248	mans1258
448	Konda Mansi	eye	sæm	s æ m	57	89 1087 241	1248	khan1273
449	Tavda Mansi	eye	ʃəm	ʃ ə m	57	683 1022 241	1248	mans1258
450	Vakh Khanty	eye	seːm	s eː m	57	89 1091 241	1248	khan1273
451	Verkhne-Kalymsk Khanty	eye	seːm	s eː m	57	89 1091 241	1248	khan1273
452	Vasjugan Khanty	eye	seːm	s eː m	57	89 1091 241	1248	khan1273
453	Vartovskoje Khanty	eye	sæm	s æ m	57	89 1087 241	1248	khan1273
454	Tremjugan Khanty	eye	sæm	s æ m	57	89 1087 241	1248	mans1258
455	Jugan Khanty	eye	sæm	s æ m	57	89 1087 241	1248	khan1273
456	Upper Demjanka Khanty	eye	seːm	s eː m	57	89 1091 241	1248	khan1273
457	Konda Khanty	eye	seːm	s eː m	57	89 1091 241	1248	khan1273
458	Nizjam Khanty	eye	seːm	s eː m	57	89 1091 241	1248	khan1273
459	Sherkaly Khanty	eye	seːm	s eː m	57	89 1091 241	1248	khan1273
460	Kazym Khanty	eye	sɛːm	s ɛː m	57	89 1117 241	1248	khan1273
461	Synja Khanty	eye	seːm	s eː m	57	89 1091 241	1248	khan1273
462	Obdorsk Khanty	eye	seːm	s eː m	57	89 1091 241	1248	khan1273
#
1863	North Mansi	far	χɔsæt	χ ɔ s æ t	207	748 916 89 1087 120	1406	mans1258
1864	Middle Lozva Mansi	far	qɔsæt	q ɔ s æ t	207	757 916 89 1087 120	1406	mans1258
1865	Pelymka Mansi	far	qʷɔʃæt	qʷ ɔ ʃ æ t	207	760 916 683 1087 120	1406	mans1258
1866	Konda Mansi	far	qʷɔʃæt	qʷ ɔ ʃ æ t	207	760 916 683 1087 120	1406	khan1273
1867	Tavda Mansi	far	qoʃot	q o ʃ o t	207	757 887 683 887 120	1406	mans1258
1868	Vakh Khanty	far	koːkkə	k oː kː ə	208	838 880 832 1022	1406	khan1273
1869	Vasjugan Khanty	far	koːkkə	k oː kː ə	208	838 880 832 1022	1406	khan1273
1870	Tremjugan Khanty	far	kokkə	k o kː ə	208	838 887 832 1022	1406	mans1258
1871	Upper Demjanka Khanty	far	χowaː	χ o w aː	208	748 887 462 1004	1406	khan1273
1872	Konda Khanty	far	χowaː	χ o w aː	208	748 887 462 1004	1406	khan1273
1873	Nizjam Khanty	far	χuwaː	χ u w aː	208	748 868 462 1004	1406	khan1273
1874	Kazym Khanty	far	χuwaː	χ u w aː	208	748 868 462 1004	1406	khan1273
1875	Obdorsk Khanty	far	χowiː	χ o w iː	208	748 887 462 1068	1406	khan1273
#
463	North Mansi	fat	woːj	w oː j	58	462 880 570	323	mans1258
464	Middle Lozva Mansi	fat	wuoj	w uo j	58	462 871 570	323	mans1258
465	Pelymka Mansi	fat	wuoj	w uo j	58	462 871 570	323	mans1258
466	Konda Mansi	fat	wuoj	w uo j	58	462 871 570	323	khan1273
467	Tavda Mansi	fat	wɔːj	w ɔː j	58	462 914 570	323	mans1258
468	Vakh Khanty	fat	woːj	w oː j	58	462 880 570	323	khan1273
469	Verkhne-Kalymsk Khanty	fat	woːj	w oː j	58	462 880 570	323	khan1273
470	Vasjugan Khanty	fat	woːj	w oː j	58	462 880 570	323	khan1273
471	Vartovskoje Khanty	fat	woːj	w oː j	58	462 880 570	323	khan1273
472	Likrisovskoje Khanty	fat	woːj	w oː j	58	462 880 570	323	khan1273
473	Malyj Jugan Khanty	fat	woj	w o j	58	462 887 570	323	khan1273
474	Tremjugan Khanty	fat	woj	w o j	58	462 887 570	323	mans1258
475	Jugan Khanty	fat	woj	w o j	58	462 887 570	323	khan1273
476	Upper Demjanka Khanty	fat	uːj	uː j	58	860 570	323	khan1273
477	Konda Khanty	fat	yːj	yː j	58	1049 570	323	khan1273
478	Nizjam Khanty	fat	saχsə	s a χ s ə	59	89 997 748 89 1022	323	khan1273
479	Sherkaly Khanty	fat	saχsə	s a χ s ə	59	89 997 748 89 1022	323	khan1273
480	Kazym Khanty	fat	woj	w o j	58	462 887 570	323	khan1273
481	Synja Khanty	fat	woj	w o j	58	462 887 570	323	khan1273
482	Obdorsk Khanty	fat	waj	w a j	58	462 997 570	323	khan1273
#
483	North Mansi	feather	pun	p u n	60	291 868 107	1201	mans1258
484	Middle Lozva Mansi	feather	pun	p u n	60	291 868 107	1201	mans1258
485	Lower Lozva Mansi	feather	pun	p u n	60	291 868 107	1201	
486	Pelymka Mansi	feather	pun	p u n	60	291 868 107	1201	mans1258
487	Konda Mansi	feather	pon	p o n	60	291 887 107	1201	khan1273
488	Tavda Mansi	feather	pon	p o n	60	291 887 107	1201	mans1258
489	Vakh Khanty	feather	puːn	p uː n	60	291 860 107	1201	khan1273
490	Verkhne-Kalymsk Khanty	feather	puːn	p uː n	60	291 860 107	1201	khan1273
491	Vasjugan Khanty	feather	puːn	p uː n	60	291 860 107	1201	khan1273
492	Likrisovskoje Khanty	feather	puːn	p uː n	60	291 860 107	1201	khan1273
493	Malyj Jugan Khanty	feather	puːn	p uː n	60	291 860 107	1201	khan1273
494	Tremjugan Khanty	feather	puːn	p uː n	60	291 860 107	1201	mans1258
495	Upper Demjanka Khanty	feather	pyːn	p yː n	60	291 1049 107	1201	khan1273
496	Konda Khanty	feather	pyːn	p yː n	60	291 1049 107	1201	khan1273
497	Nizjam Khanty	feather	pun	p u n	60	291 868 107	1201	khan1273
498	Sherkaly Khanty	feather	pun	p u n	60	291 868 107	1201	khan1273
499	Kazym Khanty	feather	pun	p u n	60	291 868 107	1201	khan1273
500	Synja Khanty	feather	pun	p u n	60	291 868 107	1201	khan1273
501	Obdorsk Khanty	feather	puːn	p uː n	60	291 860 107	1201	khan1273
#
502	North Mansi	fire	uʎæ	u ʎ æ	61	868 588 1087	221	mans1258
503	Middle Lozva Mansi	fire	toɔt	t o t	62	120 887 120	221	mans1258
504	Lower Lozva Mansi	fire	tɔːt	t ɔː t	62	120 914 120	221	
505	Pelymka Mansi	fire	oɔrəsʲ	o r ə sʲ	63	887 153 1022 90	221	mans1258
506	Konda Mansi	fire	tɔut	t ɔu t	62	120 922 120	221	khan1273
507	Tavda Mansi	fire	tæut	t æu t	62	120 1136 120	221	mans1258
508	Vakh Khanty	fire	tœɣət	t œ ɣ ə t	62	120 1059 780 1022 120	221	khan1273
509	Verkhne-Kalymsk Khanty	fire	tœɣət	t œ ɣ ə t	62	120 1059 780 1022 120	221	khan1273
510	Vasjugan Khanty	fire	tœɣət	t œ ɣ ə t	62	120 1059 780 1022 120	221	khan1273
511	Vartovskoje Khanty	fire	tœɣət	t œ ɣ ə t	62	120 1059 780 1022 120	221	khan1273
512	Likrisovskoje Khanty	fire	teɣʷət	t e ɣʷ ə t	62	120 1089 788 1022 120	221	khan1273
513	Malyj Jugan Khanty	fire	teɣʷət	t e ɣʷ ə t	62	120 1089 788 1022 120	221	khan1273
514	Tremjugan Khanty	fire	teɣʷət	t e ɣʷ ə t	62	120 1089 788 1022 120	221	mans1258
515	Jugan Khanty	fire	tewət	t e w ə t	62	120 1089 462 1022 120	221	khan1273
516	Upper Demjanka Khanty	fire	tyːt	t yː t	62	120 1049 120	221	khan1273
517	Konda Khanty	fire	tyːt	t yː t	62	120 1049 120	221	khan1273
518	Nizjam Khanty	fire	tut	t u t	62	120 868 120	221	khan1273
519	Sherkaly Khanty	fire	tut	t u t	62	120 868 120	221	khan1273
520	Kazym Khanty	fire	tut	t u t	62	120 868 120	221	khan1273
521	Synja Khanty	fire	tut	t u t	62	120 868 120	221	khan1273
522	Obdorsk Khanty	fire	tuːt	t uː t	62	120 860 120	221	khan1273
#
523	North Mansi	fish	χul	χ u l	64	748 868 554	227	mans1258
524	Middle Lozva Mansi	fish	qul	q u l	64	757 868 554	227	mans1258
525	Lower Lozva Mansi	fish	qul	q u l	64	757 868 554	227	
526	Pelymka Mansi	fish	qul	q u l	64	757 868 554	227	mans1258
527	Konda Mansi	fish	qul	q u l	64	757 868 554	227	khan1273
528	Tavda Mansi	fish	qol	q o l	64	757 887 554	227	mans1258
529	Vakh Khanty	fish	kuːl	k uː l	64	838 860 554	227	khan1273
530	Verkhne-Kalymsk Khanty	fish	kuːl	k uː l	64	838 860 554	227	khan1273
531	Vasjugan Khanty	fish	kuːl	k uː l	64	838 860 554	227	khan1273
532	Vartovskoje Khanty	fish	kuːɬ	k uː ɬ	64	838 860 540	227	khan1273
533	Likrisovskoje Khanty	fish	kuːθ	k uː θ	64	838 860 417	227	khan1273
534	Malyj Jugan Khanty	fish	kuːɬ	k uː ɬ	64	838 860 540	227	khan1273
535	Tremjugan Khanty	fish	kuːɬ	k uː ɬ	64	838 860 540	227	mans1258
536	Jugan Khanty	fish	kuːɬ	k uː ɬ	64	838 860 540	227	khan1273
537	Upper Demjanka Khanty	fish	χuːtj	χ uː t j	64	748 860 120 570	227	khan1273
538	Konda Khanty	fish	χuːtj	χ uː t j	64	748 860 120 570	227	khan1273
539	Nizjam Khanty	fish	χut	χ u t	64	748 868 120	227	khan1273
540	Sherkaly Khanty	fish	χut	χ u t	64	748 868 120	227	khan1273
541	Kazym Khanty	fish	χuɬ	χ u ɬ	64	748 868 540	227	khan1273
542	Synja Khanty	fish	χul	χ u l	64	748 868 554	227	khan1273
543	Obdorsk Khanty	fish	χuːl	χ uː l	64	748 860 554	227	khan1273
#
544	North Mansi	fly	tɨːli	t ɨː l i	65	120 976 554 1076	1441	mans1258
545	Middle Lozva Mansi	fly	tɨːli	t ɨː l i	65	120 976 554 1076	1441	mans1258
546	Lower Lozva Mansi	fly	tiːli	t iː l i	65	120 1068 554 1076	1441	
547	Pelymka Mansi	fly	təɨli	t əi l i	65	120 1042 554 1076	1441	mans1258
548	Konda Mansi	fly	təɨli	t əi l i	65	120 1042 554 1076	1441	khan1273
549	Tavda Mansi	fly	tæulænt	t æu l æ n t	65	120 1136 554 1087 107 120	1441	mans1258
550	Vakh Khanty	fly	leɣəl	l e ɣ ə l	65	554 1089 780 1022 554	1441	khan1273
551	Tremjugan Khanty	fly	ɬeɣəɬ	ɬ e ɣ ə ɬ	65	540 1089 780 1022 540	1441	mans1258
552	Jugan Khanty	fly	ɬeɣəɬ	ɬ e ɣ ə ɬ	65	540 1089 780 1022 540	1441	khan1273
553	Upper Demjanka Khanty	fly	teɣət	t e ɣ ə t	65	120 1089 780 1022 120	1441	khan1273
554	Konda Khanty	fly	teɣət	t e ɣ ə t	65	120 1089 780 1022 120	1441	khan1273
555	Sherkaly Khanty	fly	jaŋχ	j a ŋ χ	66	570 997 801 748	1441	khan1273
556	Kazym Khanty	fly	jaŋ	j a ŋ	66	570 997 801	1441	khan1273
557	Synja Khanty	fly	jaŋχ	j a ŋ χ	66	570 997 801 748	1441	khan1273
#
558	North Mansi	foot	laɣɨl	l a ɣ ɨ l	68	554 997 780 983 554	1301	mans1258
559	Middle Lozva Mansi	foot	ləl	l ə l	68	554 1022 554	1301	mans1258
560	Lower Lozva Mansi	foot	ləl	l ə l	68	554 1022 554	1301	
561	Pelymka Mansi	foot	ləl	l ə l	68	554 1022 554	1301	mans1258
562	Konda Mansi	foot	ləl	l ə l	68	554 1022 554	1301	khan1273
563	Tavda Mansi	foot	laəl	l a ə l	68	554 997 1022 554	1301	mans1258
564	Vakh Khanty	foot	kœr	k œ r	67	838 1059 153	1301	khan1273
565	Verkhne-Kalymsk Khanty	foot	kœr	k œ r	67	838 1059 153	1301	khan1273
566	Vasjugan Khanty	foot	kœr	k œ r	67	838 1059 153	1301	khan1273
567	Tremjugan Khanty	foot	kœr	k œ r	67	838 1059 153	1301	mans1258
568	Jugan Khanty	foot	kœr	k œ r	67	838 1059 153	1301	khan1273
569	Upper Demjanka Khanty	foot	kor	k o r	67	838 887 153	1301	khan1273
570	Konda Khanty	foot	kor	k o r	67	838 887 153	1301	khan1273
571	Nizjam Khanty	foot	kur	k u r	67	838 868 153	1301	khan1273
572	Sherkaly Khanty	foot	kur	k u r	67	838 868 153	1301	khan1273
573	Kazym Khanty	foot	kur	k u r	67	838 868 153	1301	khan1273
574	Synja Khanty	foot	kur	k u r	67	838 868 153	1301	khan1273
575	Obdorsk Khanty	foot	kuːr	k uː r	67	838 860 153	1301	khan1273
#
576	North Mansi	full	taɣɨl	t a ɣ ɨ l	69	120 997 780 983 554	1429	mans1258
577	Middle Lozva Mansi	full	taɨl	t a ɨ l	69	120 997 983 554	1429	mans1258
578	Lower Lozva Mansi	full	taɨl	t a ɨ l	69	120 997 983 554	1429	
